Income_Group,Income_Type,Population_Type,Description,Income_Measure,Value_Type,Value,Population
6,Income Quantiles,Household,Aged 16-64,Taxable Income,BestStart,0,51000
7,Income Quantiles,Household,Aged 16-64,Taxable Income,BestStart,0,66000
8,Income Quantiles,Household,Aged 16-64,Taxable Income,BestStart,0,73000
9,Income Quantiles,Household,Aged 16-64,Taxable Income,BestStart,0,82000
10,Income Quantiles,Household,Aged 16-64,Taxable Income,BestStart,0,87000
11,Income Quantiles,Household,Aged 16-64,Taxable Income,BestStart,0,86000
12,Income Quantiles,Household,Aged 16-64,Taxable Income,BestStart,0,92000
13,Income Quantiles,Household,Aged 16-64,Taxable Income,BestStart,0,95000
14,Income Quantiles,Household,Aged 16-64,Taxable Income,BestStart,0,94000
15,Income Quantiles,Household,Aged 16-64,Taxable Income,BestStart,0,96000
16,Income Quantiles,Household,Aged 16-64,Taxable Income,BestStart,0,97000
17,Income Quantiles,Household,Aged 16-64,Taxable Income,BestStart,0,98000
18,Income Quantiles,Household,Aged 16-64,Taxable Income,BestStart,0,98000
19,Income Quantiles,Household,Aged 16-64,Taxable Income,BestStart,0,98000
20,Income Quantiles,Household,Aged 16-64,Taxable Income,BestStart,0,96000
1,Income Quantiles,Household,Aged 16-64,Taxable Income,FamilyBoost,0,94000
2,Income Quantiles,Household,Aged 16-64,Taxable Income,FamilyBoost,0,63000
3,Income Quantiles,Household,Aged 16-64,Taxable Income,FamilyBoost,0,15000
4,Income Quantiles,Household,Aged 16-64,Taxable Income,FamilyBoost,0,55000
5,Income Quantiles,Household,Aged 16-64,Taxable Income,FamilyBoost,0,46000
6,Income Quantiles,Household,Aged 16-64,Taxable Income,FamilyBoost,0,51000
7,Income Quantiles,Household,Aged 16-64,Taxable Income,FamilyBoost,0,66000
8,Income Quantiles,Household,Aged 16-64,Taxable Income,FamilyBoost,0,73000
9,Income Quantiles,Household,Aged 16-64,Taxable Income,FamilyBoost,0,82000
10,Income Quantiles,Household,Aged 16-64,Taxable Income,FamilyBoost,0,87000
11,Income Quantiles,Household,Aged 16-64,Taxable Income,FamilyBoost,0,86000
12,Income Quantiles,Household,Aged 16-64,Taxable Income,FamilyBoost,0,92000
13,Income Quantiles,Household,Aged 16-64,Taxable Income,FamilyBoost,0,95000
14,Income Quantiles,Household,Aged 16-64,Taxable Income,FamilyBoost,0,94000
15,Income Quantiles,Household,Aged 16-64,Taxable Income,FamilyBoost,0,96000
16,Income Quantiles,Household,Aged 16-64,Taxable Income,FamilyBoost,0,97000
17,Income Quantiles,Household,Aged 16-64,Taxable Income,FamilyBoost,0,98000
18,Income Quantiles,Household,Aged 16-64,Taxable Income,FamilyBoost,0,98000
19,Income Quantiles,Household,Aged 16-64,Taxable Income,FamilyBoost,0,98000
20,Income Quantiles,Household,Aged 16-64,Taxable Income,FamilyBoost,0,96000
1,Income Quantiles,Household,Aged 16-64,Taxable Income,NZ Super,0,94000
2,Income Quantiles,Household,Aged 16-64,Taxable Income,NZ Super,1000,63000
3,Income Quantiles,Household,Aged 16-64,Taxable Income,NZ Super,2000,15000
4,Income Quantiles,Household,Aged 16-64,Taxable Income,NZ Super,2000,55000
5,Income Quantiles,Household,Aged 16-64,Taxable Income,NZ Super,5000,46000
6,Income Quantiles,Household,Aged 16-64,Taxable Income,NZ Super,7000,51000
7,Income Quantiles,Household,Aged 16-64,Taxable Income,NZ Super,3000,66000
8,Income Quantiles,Household,Aged 16-64,Taxable Income,NZ Super,4000,73000
9,Income Quantiles,Household,Aged 16-64,Taxable Income,NZ Super,3000,82000
10,Income Quantiles,Household,Aged 16-64,Taxable Income,NZ Super,4000,87000
11,Income Quantiles,Household,Aged 16-64,Taxable Income,NZ Super,4000,86000
12,Income Quantiles,Household,Aged 16-64,Taxable Income,NZ Super,4000,92000
13,Income Quantiles,Household,Aged 16-64,Taxable Income,NZ Super,3000,95000
14,Income Quantiles,Household,Aged 16-64,Taxable Income,NZ Super,3000,94000
15,Income Quantiles,Household,Aged 16-64,Taxable Income,NZ Super,3000,96000
16,Income Quantiles,Household,Aged 16-64,Taxable Income,NZ Super,3000,97000
17,Income Quantiles,Household,Aged 16-64,Taxable Income,NZ Super,3000,98000
18,Income Quantiles,Household,Aged 16-64,Taxable Income,NZ Super,3000,98000
19,Income Quantiles,Household,Aged 16-64,Taxable Income,NZ Super,3000,98000
20,Income Quantiles,Household,Aged 16-64,Taxable Income,NZ Super,3000,96000
1,Income Quantiles,Household,Aged 16-64,Taxable Income,Accommodation Supplement,2000,94000
2,Income Quantiles,Household,Aged 16-64,Taxable Income,Accommodation Supplement,5000,63000
3,Income Quantiles,Household,Aged 16-64,Taxable Income,Accommodation Supplement,4000,15000
4,Income Quantiles,Household,Aged 16-64,Taxable Income,Accommodation Supplement,4000,55000
5,Income Quantiles,Household,Aged 16-64,Taxable Income,Accommodation Supplement,3000,46000
6,Income Quantiles,Household,Aged 16-64,Taxable Income,Accommodation Supplement,3000,51000
7,Income Quantiles,Household,Aged 16-64,Taxable Income,Accommodation Supplement,2000,66000
8,Income Quantiles,Household,Aged 16-64,Taxable Income,Accommodation Supplement,1000,73000
9,Income Quantiles,Household,Aged 16-64,Taxable Income,Accommodation Supplement,1000,82000
10,Income Quantiles,Household,Aged 16-64,Taxable Income,Accommodation Supplement,1000,87000
11,Income Quantiles,Household,Aged 16-64,Taxable Income,Accommodation Supplement,1000,86000
12,Income Quantiles,Household,Aged 16-64,Taxable Income,Accommodation Supplement,1000,92000
13,Income Quantiles,Household,Aged 16-64,Taxable Income,Accommodation Supplement,1000,95000
14,Income Quantiles,Household,Aged 16-64,Taxable Income,Accommodation Supplement,1000,94000
15,Income Quantiles,Household,Aged 16-64,Taxable Income,Accommodation Supplement,0,96000
16,Income Quantiles,Household,Aged 16-64,Taxable Income,Accommodation Supplement,0,97000
17,Income Quantiles,Household,Aged 16-64,Taxable Income,Accommodation Supplement,1000,98000
18,Income Quantiles,Household,Aged 16-64,Taxable Income,Accommodation Supplement,0,98000
19,Income Quantiles,Household,Aged 16-64,Taxable Income,Accommodation Supplement,0,98000
20,Income Quantiles,Household,Aged 16-64,Taxable Income,Accommodation Supplement,0,96000
1,Income Quantiles,Household,Aged 16-64,Taxable Income,WEP,0,94000
2,Income Quantiles,Household,Aged 16-64,Taxable Income,WEP,0,63000
3,Income Quantiles,Household,Aged 16-64,Taxable Income,WEP,0,15000
4,Income Quantiles,Household,Aged 16-64,Taxable Income,WEP,0,55000
5,Income Quantiles,Household,Aged 16-64,Taxable Income,WEP,0,46000
6,Income Quantiles,Household,Aged 16-64,Taxable Income,WEP,0,51000
7,Income Quantiles,Household,Aged 16-64,Taxable Income,WEP,0,66000
8,Income Quantiles,Household,Aged 16-64,Taxable Income,WEP,0,73000
9,Income Quantiles,Household,Aged 16-64,Taxable Income,WEP,0,82000
10,Income Quantiles,Household,Aged 16-64,Taxable Income,WEP,0,87000
11,Income Quantiles,Household,Aged 16-64,Taxable Income,WEP,0,86000
12,Income Quantiles,Household,Aged 16-64,Taxable Income,WEP,0,92000
13,Income Quantiles,Household,Aged 16-64,Taxable Income,WEP,0,95000
14,Income Quantiles,Household,Aged 16-64,Taxable Income,WEP,0,94000
15,Income Quantiles,Household,Aged 16-64,Taxable Income,WEP,0,96000
16,Income Quantiles,Household,Aged 16-64,Taxable Income,WEP,0,97000
17,Income Quantiles,Household,Aged 16-64,Taxable Income,WEP,0,98000
18,Income Quantiles,Household,Aged 16-64,Taxable Income,WEP,0,98000
19,Income Quantiles,Household,Aged 16-64,Taxable Income,WEP,0,98000
20,Income Quantiles,Household,Aged 16-64,Taxable Income,WEP,0,96000
1,Income Quantiles,Household,Aged 16-64,Taxable Income,Housing Costs,17000,94000
2,Income Quantiles,Household,Aged 16-64,Taxable Income,Housing Costs,21000,63000
3,Income Quantiles,Household,Aged 16-64,Taxable Income,Housing Costs,18000,15000
4,Income Quantiles,Household,Aged 16-64,Taxable Income,Housing Costs,21000,55000
5,Income Quantiles,Household,Aged 16-64,Taxable Income,Housing Costs,19000,46000
6,Income Quantiles,Household,Aged 16-64,Taxable Income,Housing Costs,20000,51000
7,Income Quantiles,Household,Aged 16-64,Taxable Income,Housing Costs,21000,66000
8,Income Quantiles,Household,Aged 16-64,Taxable Income,Housing Costs,22000,73000
9,Income Quantiles,Household,Aged 16-64,Taxable Income,Housing Costs,23000,82000
10,Income Quantiles,Household,Aged 16-64,Taxable Income,Housing Costs,24000,87000
11,Income Quantiles,Household,Aged 16-64,Taxable Income,Housing Costs,26000,86000
12,Income Quantiles,Household,Aged 16-64,Taxable Income,Housing Costs,26000,92000
13,Income Quantiles,Household,Aged 16-64,Taxable Income,Housing Costs,28000,95000
14,Income Quantiles,Household,Aged 16-64,Taxable Income,Housing Costs,28000,94000
15,Income Quantiles,Household,Aged 16-64,Taxable Income,Housing Costs,30000,96000
16,Income Quantiles,Household,Aged 16-64,Taxable Income,Housing Costs,31000,97000
17,Income Quantiles,Household,Aged 16-64,Taxable Income,Housing Costs,35000,98000
18,Income Quantiles,Household,Aged 16-64,Taxable Income,Housing Costs,35000,98000
19,Income Quantiles,Household,Aged 16-64,Taxable Income,Housing Costs,40000,98000
20,Income Quantiles,Household,Aged 16-64,Taxable Income,Housing Costs,42000,96000
1,Income Quantiles,Household,Aged 65+,Taxable Income,Taxable Income,10000,11000
2,Income Quantiles,Household,Aged 65+,Taxable Income,Taxable Income,32000,42000
3,Income Quantiles,Household,Aged 65+,Taxable Income,Taxable Income,34000,88000
4,Income Quantiles,Household,Aged 65+,Taxable Income,Taxable Income,40000,52000
5,Income Quantiles,Household,Aged 65+,Taxable Income,Taxable Income,50000,64000
6,Income Quantiles,Household,Aged 65+,Taxable Income,Taxable Income,56000,65000
7,Income Quantiles,Household,Aged 65+,Taxable Income,Taxable Income,65000,45000
8,Income Quantiles,Household,Aged 65+,Taxable Income,Taxable Income,76000,40000
9,Income Quantiles,Household,Aged 65+,Taxable Income,Taxable Income,89000,31000
10,Income Quantiles,Household,Aged 65+,Taxable Income,Taxable Income,102000,28000
11,Income Quantiles,Household,Aged 65+,Taxable Income,Taxable Income,115000,29000
12,Income Quantiles,Household,Aged 65+,Taxable Income,Taxable Income,131000,23000
13,Income Quantiles,Household,Aged 65+,Taxable Income,Taxable Income,145000,19000
14,Income Quantiles,Household,Aged 65+,Taxable Income,Taxable Income,162000,21000
15,Income Quantiles,Household,Aged 65+,Taxable Income,Taxable Income,180000,17000
16,Income Quantiles,Household,Aged 65+,Taxable Income,Taxable Income,201000,16000
17,Income Quantiles,Household,Aged 65+,Taxable Income,Taxable Income,225000,17000
18,Income Quantiles,Household,Aged 65+,Taxable Income,Taxable Income,256000,16000
19,Income Quantiles,Household,Aged 65+,Taxable Income,Taxable Income,303000,17000
20,Income Quantiles,Household,Aged 65+,Taxable Income,Taxable Income,482000,18000
1,Income Quantiles,Household,Aged 65+,Taxable Income,Wage/Salary Income,2000,11000
2,Income Quantiles,Household,Aged 65+,Taxable Income,Wage/Salary Income,0,42000
3,Income Quantiles,Household,Aged 65+,Taxable Income,Wage/Salary Income,0,88000
4,Income Quantiles,Household,Aged 65+,Taxable Income,Wage/Salary Income,1000,52000
5,Income Quantiles,Household,Aged 65+,Taxable Income,Wage/Salary Income,1000,64000
6,Income Quantiles,Household,Aged 65+,Taxable Income,Wage/Salary Income,2000,65000
7,Income Quantiles,Household,Aged 65+,Taxable Income,Wage/Salary Income,9000,45000
8,Income Quantiles,Household,Aged 65+,Taxable Income,Wage/Salary Income,16000,40000
9,Income Quantiles,Household,Aged 65+,Taxable Income,Wage/Salary Income,26000,31000
10,Income Quantiles,Household,Aged 65+,Taxable Income,Wage/Salary Income,39000,28000
11,Income Quantiles,Household,Aged 65+,Taxable Income,Wage/Salary Income,53000,29000
12,Income Quantiles,Household,Aged 65+,Taxable Income,Wage/Salary Income,67000,23000
13,Income Quantiles,Household,Aged 65+,Taxable Income,Wage/Salary Income,78000,19000
14,Income Quantiles,Household,Aged 65+,Taxable Income,Wage/Salary Income,94000,21000
15,Income Quantiles,Household,Aged 65+,Taxable Income,Wage/Salary Income,110000,17000
16,Income Quantiles,Household,Aged 65+,Taxable Income,Wage/Salary Income,121000,16000
17,Income Quantiles,Household,Aged 65+,Taxable Income,Wage/Salary Income,151000,17000
18,Income Quantiles,Household,Aged 65+,Taxable Income,Wage/Salary Income,168000,16000
19,Income Quantiles,Household,Aged 65+,Taxable Income,Wage/Salary Income,192000,17000
20,Income Quantiles,Household,Aged 65+,Taxable Income,Wage/Salary Income,281000,18000
1,Income Quantiles,Household,Aged 65+,Taxable Income,Income Tax,1000,11000
2,Income Quantiles,Household,Aged 65+,Taxable Income,Income Tax,5000,42000
3,Income Quantiles,Household,Aged 65+,Taxable Income,Income Tax,5000,88000
4,Income Quantiles,Household,Aged 65+,Taxable Income,Income Tax,6000,52000
5,Income Quantiles,Household,Aged 65+,Taxable Income,Income Tax,7000,64000
6,Income Quantiles,Household,Aged 65+,Taxable Income,Income Tax,8000,65000
7,Income Quantiles,Household,Aged 65+,Taxable Income,Income Tax,10000,45000
8,Income Quantiles,Household,Aged 65+,Taxable Income,Income Tax,12000,40000
9,Income Quantiles,Household,Aged 65+,Taxable Income,Income Tax,15000,31000
10,Income Quantiles,Household,Aged 65+,Taxable Income,Income Tax,18000,28000
11,Income Quantiles,Household,Aged 65+,Taxable Income,Income Tax,22000,29000
12,Income Quantiles,Household,Aged 65+,Taxable Income,Income Tax,26000,23000
13,Income Quantiles,Household,Aged 65+,Taxable Income,Income Tax,29000,19000
14,Income Quantiles,Household,Aged 65+,Taxable Income,Income Tax,34000,21000
15,Income Quantiles,Household,Aged 65+,Taxable Income,Income Tax,39000,17000
16,Income Quantiles,Household,Aged 65+,Taxable Income,Income Tax,44000,16000
17,Income Quantiles,Household,Aged 65+,Taxable Income,Income Tax,51000,17000
18,Income Quantiles,Household,Aged 65+,Taxable Income,Income Tax,61000,16000
19,Income Quantiles,Household,Aged 65+,Taxable Income,Income Tax,74000,17000
20,Income Quantiles,Household,Aged 65+,Taxable Income,Income Tax,144000,18000
1,Income Quantiles,Household,Aged 65+,Taxable Income,ACC Levy,0,11000
2,Income Quantiles,Household,Aged 65+,Taxable Income,ACC Levy,0,42000
3,Income Quantiles,Household,Aged 65+,Taxable Income,ACC Levy,0,88000
4,Income Quantiles,Household,Aged 65+,Taxable Income,ACC Levy,0,52000
5,Income Quantiles,Household,Aged 65+,Taxable Income,ACC Levy,0,64000
6,Income Quantiles,Household,Aged 65+,Taxable Income,ACC Levy,0,65000
7,Income Quantiles,Household,Aged 65+,Taxable Income,ACC Levy,0,45000
8,Income Quantiles,Household,Aged 65+,Taxable Income,ACC Levy,0,40000
9,Income Quantiles,Household,Aged 65+,Taxable Income,ACC Levy,1000,31000
10,Income Quantiles,Household,Aged 65+,Taxable Income,ACC Levy,1000,28000
11,Income Quantiles,Household,Aged 65+,Taxable Income,ACC Levy,1000,29000
12,Income Quantiles,Household,Aged 65+,Taxable Income,ACC Levy,1000,23000
13,Income Quantiles,Household,Aged 65+,Taxable Income,ACC Levy,2000,19000
14,Income Quantiles,Household,Aged 65+,Taxable Income,ACC Levy,2000,21000
15,Income Quantiles,Household,Aged 65+,Taxable Income,ACC Levy,2000,17000
16,Income Quantiles,Household,Aged 65+,Taxable Income,ACC Levy,2000,16000
17,Income Quantiles,Household,Aged 65+,Taxable Income,ACC Levy,3000,17000
18,Income Quantiles,Household,Aged 65+,Taxable Income,ACC Levy,3000,16000
19,Income Quantiles,Household,Aged 65+,Taxable Income,ACC Levy,4000,17000
20,Income Quantiles,Household,Aged 65+,Taxable Income,ACC Levy,4000,18000
1,Income Quantiles,Household,Aged 65+,Taxable Income,Core Benefits,3000,11000
2,Income Quantiles,Household,Aged 65+,Taxable Income,Core Benefits,1000,42000
3,Income Quantiles,Household,Aged 65+,Taxable Income,Core Benefits,0,88000
4,Income Quantiles,Household,Aged 65+,Taxable Income,Core Benefits,1000,52000
5,Income Quantiles,Household,Aged 65+,Taxable Income,Core Benefits,1000,64000
6,Income Quantiles,Household,Aged 65+,Taxable Income,Core Benefits,3000,65000
7,Income Quantiles,Household,Aged 65+,Taxable Income,Core Benefits,3000,45000
8,Income Quantiles,Household,Aged 65+,Taxable Income,Core Benefits,3000,40000
9,Income Quantiles,Household,Aged 65+,Taxable Income,Core Benefits,2000,31000
10,Income Quantiles,Household,Aged 65+,Taxable Income,Core Benefits,3000,28000
11,Income Quantiles,Household,Aged 65+,Taxable Income,Core Benefits,2000,29000
12,Income Quantiles,Household,Aged 65+,Taxable Income,Core Benefits,3000,23000
13,Income Quantiles,Household,Aged 65+,Taxable Income,Core Benefits,5000,19000
14,Income Quantiles,Household,Aged 65+,Taxable Income,Core Benefits,5000,21000
15,Income Quantiles,Household,Aged 65+,Taxable Income,Core Benefits,3000,17000
16,Income Quantiles,Household,Aged 65+,Taxable Income,Core Benefits,4000,16000
17,Income Quantiles,Household,Aged 65+,Taxable Income,Core Benefits,3000,17000
18,Income Quantiles,Household,Aged 65+,Taxable Income,Core Benefits,4000,16000
19,Income Quantiles,Household,Aged 65+,Taxable Income,Core Benefits,4000,17000
20,Income Quantiles,Household,Aged 65+,Taxable Income,Core Benefits,4000,18000
1,Income Quantiles,Household,Aged 65+,Taxable Income,Self-Employment Income,-5000,11000
2,Income Quantiles,Household,Aged 65+,Taxable Income,Self-Employment Income,0,42000
3,Income Quantiles,Household,Aged 65+,Taxable Income,Self-Employment Income,0,88000
4,Income Quantiles,Household,Aged 65+,Taxable Income,Self-Employment Income,0,52000
5,Income Quantiles,Household,Aged 65+,Taxable Income,Self-Employment Income,0,64000
6,Income Quantiles,Household,Aged 65+,Taxable Income,Self-Employment Income,0,65000
7,Income Quantiles,Household,Aged 65+,Taxable Income,Self-Employment Income,2000,45000
8,Income Quantiles,Household,Aged 65+,Taxable Income,Self-Employment Income,3000,40000
9,Income Quantiles,Household,Aged 65+,Taxable Income,Self-Employment Income,5000,31000
10,Income Quantiles,Household,Aged 65+,Taxable Income,Self-Employment Income,8000,28000
11,Income Quantiles,Household,Aged 65+,Taxable Income,Self-Employment Income,7000,29000
12,Income Quantiles,Household,Aged 65+,Taxable Income,Self-Employment Income,8000,23000
13,Income Quantiles,Household,Aged 65+,Taxable Income,Self-Employment Income,9000,19000
14,Income Quantiles,Household,Aged 65+,Taxable Income,Self-Employment Income,11000,21000
15,Income Quantiles,Household,Aged 65+,Taxable Income,Self-Employment Income,9000,17000
16,Income Quantiles,Household,Aged 65+,Taxable Income,Self-Employment Income,17000,16000
17,Income Quantiles,Household,Aged 65+,Taxable Income,Self-Employment Income,18000,17000
18,Income Quantiles,Household,Aged 65+,Taxable Income,Self-Employment Income,20000,16000
19,Income Quantiles,Household,Aged 65+,Taxable Income,Self-Employment Income,35000,17000
20,Income Quantiles,Household,Aged 65+,Taxable Income,Self-Employment Income,79000,18000
1,Income Quantiles,Household,Aged 65+,Taxable Income,WFF,0,11000
2,Income Quantiles,Household,Aged 65+,Taxable Income,WFF,0,42000
3,Income Quantiles,Household,Aged 65+,Taxable Income,WFF,0,88000
4,Income Quantiles,Household,Aged 65+,Taxable Income,WFF,0,52000
5,Income Quantiles,Household,Aged 65+,Taxable Income,WFF,0,64000
6,Income Quantiles,Household,Aged 65+,Taxable Income,WFF,0,65000
7,Income Quantiles,Household,Aged 65+,Taxable Income,WFF,1000,45000
8,Income Quantiles,Household,Aged 65+,Taxable Income,WFF,1000,40000
9,Income Quantiles,Household,Aged 65+,Taxable Income,WFF,1000,31000
10,Income Quantiles,Household,Aged 65+,Taxable Income,WFF,0,28000
11,Income Quantiles,Household,Aged 65+,Taxable Income,WFF,1000,29000
12,Income Quantiles,Household,Aged 65+,Taxable Income,WFF,1000,23000
13,Income Quantiles,Household,Aged 65+,Taxable Income,WFF,1000,19000
14,Income Quantiles,Household,Aged 65+,Taxable Income,WFF,1000,21000
15,Income Quantiles,Household,Aged 65+,Taxable Income,WFF,1000,17000
16,Income Quantiles,Household,Aged 65+,Taxable Income,WFF,1000,16000
17,Income Quantiles,Household,Aged 65+,Taxable Income,WFF,1000,17000
18,Income Quantiles,Household,Aged 65+,Taxable Income,WFF,0,16000
19,Income Quantiles,Household,Aged 65+,Taxable Income,WFF,1000,17000
20,Income Quantiles,Household,Aged 65+,Taxable Income,WFF,1000,18000
1,Income Quantiles,Household,Aged 65+,Taxable Income,FTC,0,11000
2,Income Quantiles,Household,Aged 65+,Taxable Income,FTC,0,42000
3,Income Quantiles,Household,Aged 65+,Taxable Income,FTC,0,88000
4,Income Quantiles,Household,Aged 65+,Taxable Income,FTC,0,52000
5,Income Quantiles,Household,Aged 65+,Taxable Income,FTC,0,64000
6,Income Quantiles,Household,Aged 65+,Taxable Income,FTC,0,65000
7,Income Quantiles,Household,Aged 65+,Taxable Income,FTC,1000,45000
8,Income Quantiles,Household,Aged 65+,Taxable Income,FTC,1000,40000
9,Income Quantiles,Household,Aged 65+,Taxable Income,FTC,1000,31000
10,Income Quantiles,Household,Aged 65+,Taxable Income,FTC,0,28000
11,Income Quantiles,Household,Aged 65+,Taxable Income,FTC,0,29000
12,Income Quantiles,Household,Aged 65+,Taxable Income,FTC,0,23000
13,Income Quantiles,Household,Aged 65+,Taxable Income,FTC,1000,19000
14,Income Quantiles,Household,Aged 65+,Taxable Income,FTC,1000,21000
15,Income Quantiles,Household,Aged 65+,Taxable Income,FTC,0,17000
16,Income Quantiles,Household,Aged 65+,Taxable Income,FTC,0,16000
17,Income Quantiles,Household,Aged 65+,Taxable Income,FTC,0,17000
18,Income Quantiles,Household,Aged 65+,Taxable Income,FTC,0,16000
19,Income Quantiles,Household,Aged 65+,Taxable Income,FTC,1000,17000
20,Income Quantiles,Household,Aged 65+,Taxable Income,FTC,1000,18000
1,Income Quantiles,Household,Aged 65+,Taxable Income,MFTC,0,11000
2,Income Quantiles,Household,Aged 65+,Taxable Income,MFTC,0,42000
3,Income Quantiles,Household,Aged 65+,Taxable Income,MFTC,0,88000
4,Income Quantiles,Household,Aged 65+,Taxable Income,MFTC,0,52000
5,Income Quantiles,Household,Aged 65+,Taxable Income,MFTC,0,64000
6,Income Quantiles,Household,Aged 65+,Taxable Income,MFTC,0,65000
7,Income Quantiles,Household,Aged 65+,Taxable Income,MFTC,0,45000
8,Income Quantiles,Household,Aged 65+,Taxable Income,MFTC,0,40000
9,Income Quantiles,Household,Aged 65+,Taxable Income,MFTC,0,31000
10,Income Quantiles,Household,Aged 65+,Taxable Income,MFTC,0,28000
11,Income Quantiles,Household,Aged 65+,Taxable Income,MFTC,0,29000
12,Income Quantiles,Household,Aged 65+,Taxable Income,MFTC,0,23000
13,Income Quantiles,Household,Aged 65+,Taxable Income,MFTC,0,19000
14,Income Quantiles,Household,Aged 65+,Taxable Income,MFTC,0,21000
15,Income Quantiles,Household,Aged 65+,Taxable Income,MFTC,0,17000
16,Income Quantiles,Household,Aged 65+,Taxable Income,MFTC,0,16000
17,Income Quantiles,Household,Aged 65+,Taxable Income,MFTC,0,17000
18,Income Quantiles,Household,Aged 65+,Taxable Income,MFTC,0,16000
19,Income Quantiles,Household,Aged 65+,Taxable Income,MFTC,0,17000
20,Income Quantiles,Household,Aged 65+,Taxable Income,MFTC,0,18000
1,Income Quantiles,Household,Aged 65+,Taxable Income,IWTC,0,11000
2,Income Quantiles,Household,Aged 65+,Taxable Income,IWTC,0,42000
3,Income Quantiles,Household,Aged 65+,Taxable Income,IWTC,0,88000
4,Income Quantiles,Household,Aged 65+,Taxable Income,IWTC,0,52000
5,Income Quantiles,Household,Aged 65+,Taxable Income,IWTC,0,64000
6,Income Quantiles,Household,Aged 65+,Taxable Income,IWTC,0,65000
7,Income Quantiles,Household,Aged 65+,Taxable Income,IWTC,0,45000
8,Income Quantiles,Household,Aged 65+,Taxable Income,IWTC,0,40000
9,Income Quantiles,Household,Aged 65+,Taxable Income,IWTC,0,31000
10,Income Quantiles,Household,Aged 65+,Taxable Income,IWTC,0,28000
11,Income Quantiles,Household,Aged 65+,Taxable Income,IWTC,0,29000
12,Income Quantiles,Household,Aged 65+,Taxable Income,IWTC,0,23000
13,Income Quantiles,Household,Aged 65+,Taxable Income,IWTC,0,19000
14,Income Quantiles,Household,Aged 65+,Taxable Income,IWTC,0,21000
15,Income Quantiles,Household,Aged 65+,Taxable Income,IWTC,0,17000
16,Income Quantiles,Household,Aged 65+,Taxable Income,IWTC,0,16000
17,Income Quantiles,Household,Aged 65+,Taxable Income,IWTC,0,17000
18,Income Quantiles,Household,Aged 65+,Taxable Income,IWTC,0,16000
19,Income Quantiles,Household,Aged 65+,Taxable Income,IWTC,0,17000
20,Income Quantiles,Household,Aged 65+,Taxable Income,IWTC,0,18000
1,Income Quantiles,Household,Aged 65+,Taxable Income,BestStart,0,11000
2,Income Quantiles,Household,Aged 65+,Taxable Income,BestStart,0,42000
3,Income Quantiles,Household,Aged 65+,Taxable Income,BestStart,0,88000
4,Income Quantiles,Household,Aged 65+,Taxable Income,BestStart,0,52000
5,Income Quantiles,Household,Aged 65+,Taxable Income,BestStart,0,64000
6,Income Quantiles,Household,Aged 65+,Taxable Income,BestStart,0,65000
7,Income Quantiles,Household,Aged 65+,Taxable Income,BestStart,0,45000
8,Income Quantiles,Household,Aged 65+,Taxable Income,BestStart,0,40000
9,Income Quantiles,Household,Aged 65+,Taxable Income,BestStart,0,31000
10,Income Quantiles,Household,Aged 65+,Taxable Income,BestStart,0,28000
11,Income Quantiles,Household,Aged 65+,Taxable Income,BestStart,0,29000
12,Income Quantiles,Household,Aged 65+,Taxable Income,BestStart,0,23000
13,Income Quantiles,Household,Aged 65+,Taxable Income,BestStart,0,19000
14,Income Quantiles,Household,Aged 65+,Taxable Income,BestStart,0,21000
15,Income Quantiles,Household,Aged 65+,Taxable Income,BestStart,0,17000
16,Income Quantiles,Household,Aged 65+,Taxable Income,BestStart,0,16000
17,Income Quantiles,Household,Aged 65+,Taxable Income,BestStart,0,17000
18,Income Quantiles,Household,Aged 65+,Taxable Income,BestStart,0,16000
19,Income Quantiles,Household,Aged 65+,Taxable Income,BestStart,0,17000
20,Income Quantiles,Household,Aged 65+,Taxable Income,BestStart,0,18000
1,Income Quantiles,Household,Aged 65+,Taxable Income,FamilyBoost,0,11000
2,Income Quantiles,Household,Aged 65+,Taxable Income,FamilyBoost,0,42000
3,Income Quantiles,Household,Aged 65+,Taxable Income,FamilyBoost,0,88000
4,Income Quantiles,Household,Aged 65+,Taxable Income,FamilyBoost,0,52000
5,Income Quantiles,Household,Aged 65+,Taxable Income,FamilyBoost,0,64000
6,Income Quantiles,Household,Aged 65+,Taxable Income,FamilyBoost,0,65000
7,Income Quantiles,Household,Aged 65+,Taxable Income,FamilyBoost,0,45000
8,Income Quantiles,Household,Aged 65+,Taxable Income,FamilyBoost,0,40000
9,Income Quantiles,Household,Aged 65+,Taxable Income,FamilyBoost,0,31000
10,Income Quantiles,Household,Aged 65+,Taxable Income,FamilyBoost,0,28000
11,Income Quantiles,Household,Aged 65+,Taxable Income,FamilyBoost,0,29000
12,Income Quantiles,Household,Aged 65+,Taxable Income,FamilyBoost,0,23000
13,Income Quantiles,Household,Aged 65+,Taxable Income,FamilyBoost,0,19000
14,Income Quantiles,Household,Aged 65+,Taxable Income,FamilyBoost,0,21000
15,Income Quantiles,Household,Aged 65+,Taxable Income,FamilyBoost,0,17000
16,Income Quantiles,Household,Aged 65+,Taxable Income,FamilyBoost,0,16000
17,Income Quantiles,Household,Aged 65+,Taxable Income,FamilyBoost,0,17000
18,Income Quantiles,Household,Aged 65+,Taxable Income,FamilyBoost,0,16000
19,Income Quantiles,Household,Aged 65+,Taxable Income,FamilyBoost,0,17000
