Income_Group,Income_Type,Population_Type,Description,Income_Measure,Value_Type,Value,Population
19,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,NZ Super,8000,8000
20,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,NZ Super,16000,7000
1,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Accommodation Supplement,5000,32000
2,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Accommodation Supplement,7000,47000
3,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Accommodation Supplement,6000,22000
4,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Accommodation Supplement,7000,32000
5,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Accommodation Supplement,7000,30000
6,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Accommodation Supplement,7000,23000
7,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Accommodation Supplement,7000,24000
8,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Accommodation Supplement,6000,19000
9,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Accommodation Supplement,5000,18000
10,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Accommodation Supplement,4000,19000
11,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Accommodation Supplement,5000,18000
12,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Accommodation Supplement,5000,16000
13,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Accommodation Supplement,6000,11000
14,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Accommodation Supplement,5000,12000
15,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Accommodation Supplement,4000,10000
16,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Accommodation Supplement,4000,11000
17,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Accommodation Supplement,5000,10000
18,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Accommodation Supplement,4000,10000
19,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Accommodation Supplement,5000,8000
20,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Accommodation Supplement,3000,7000
1,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,WEP,0,32000
2,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,WEP,1000,47000
3,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,WEP,0,22000
4,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,WEP,1000,32000
5,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,WEP,1000,30000
6,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,WEP,1000,23000
7,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,WEP,1000,24000
8,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,WEP,1000,19000
9,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,WEP,0,18000
10,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,WEP,0,19000
11,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,WEP,0,18000
12,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,WEP,1000,16000
13,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,WEP,1000,11000
14,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,WEP,1000,12000
15,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,WEP,1000,10000
16,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,WEP,1000,11000
17,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,WEP,0,10000
18,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,WEP,0,10000
19,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,WEP,1000,8000
20,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,WEP,1000,7000
1,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Housing Costs,17000,32000
2,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Housing Costs,23000,47000
3,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Housing Costs,19000,22000
4,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Housing Costs,23000,32000
5,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Housing Costs,22000,30000
6,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Housing Costs,21000,23000
7,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Housing Costs,23000,24000
8,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Housing Costs,25000,19000
9,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Housing Costs,27000,18000
10,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Housing Costs,26000,19000
11,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Housing Costs,28000,18000
12,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Housing Costs,23000,16000
13,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Housing Costs,30000,11000
14,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Housing Costs,32000,12000
15,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Housing Costs,29000,10000
16,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Housing Costs,29000,11000
17,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Housing Costs,36000,10000
18,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Housing Costs,32000,10000
19,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Housing Costs,42000,8000
20,Income Quantiles,Household,Accommodation Supplement recipients,Taxable Income,Housing Costs,32000,7000
1,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Taxable Income,13000,69000
2,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Taxable Income,30000,54000
3,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Taxable Income,34000,80000
4,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Taxable Income,40000,70000
5,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Taxable Income,49000,71000
6,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Taxable Income,56000,78000
7,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Taxable Income,65000,78000
8,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Taxable Income,76000,82000
9,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Taxable Income,88000,84000
10,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Taxable Income,100000,82000
11,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Taxable Income,114000,83000
12,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Taxable Income,129000,85000
13,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Taxable Income,143000,90000
14,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Taxable Income,159000,89000
15,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Taxable Income,177000,91000
16,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Taxable Income,197000,91000
17,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Taxable Income,220000,91000
18,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Taxable Income,250000,91000
19,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Taxable Income,298000,93000
20,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Taxable Income,469000,95000
1,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Wage/Salary Income,3000,69000
2,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Wage/Salary Income,4000,54000
3,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Wage/Salary Income,1000,80000
4,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Wage/Salary Income,7000,70000
5,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Wage/Salary Income,8000,71000
6,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Wage/Salary Income,15000,78000
7,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Wage/Salary Income,30000,78000
8,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Wage/Salary Income,44000,82000
9,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Wage/Salary Income,58000,84000
10,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Wage/Salary Income,71000,82000
11,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Wage/Salary Income,83000,83000
12,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Wage/Salary Income,101000,85000
13,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Wage/Salary Income,115000,90000
14,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Wage/Salary Income,125000,89000
15,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Wage/Salary Income,145000,91000
16,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Wage/Salary Income,163000,91000
17,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Wage/Salary Income,181000,91000
18,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Wage/Salary Income,205000,91000
19,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Wage/Salary Income,237000,93000
20,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Wage/Salary Income,317000,95000
1,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Income Tax,2000,69000
2,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Income Tax,4000,54000
3,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Income Tax,5000,80000
4,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Income Tax,6000,70000
5,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Income Tax,7000,71000
6,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Income Tax,8000,78000
7,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Income Tax,10000,78000
8,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Income Tax,13000,82000
9,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Income Tax,17000,84000
10,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Income Tax,19000,82000
11,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Income Tax,22000,83000
12,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Income Tax,26000,85000
13,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Income Tax,30000,90000
14,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Income Tax,34000,89000
15,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Income Tax,39000,91000
16,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Income Tax,44000,91000
17,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Income Tax,51000,91000
18,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Income Tax,61000,91000
19,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Income Tax,75000,93000
20,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Income Tax,139000,95000
1,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,ACC Levy,0,69000
2,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,ACC Levy,0,54000
3,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,ACC Levy,0,80000
4,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,ACC Levy,0,70000
5,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,ACC Levy,0,71000
6,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,ACC Levy,0,78000
7,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,ACC Levy,1000,78000
8,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,ACC Levy,1000,82000
9,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,ACC Levy,1000,84000
10,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,ACC Levy,1000,82000
11,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,ACC Levy,2000,83000
12,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,ACC Levy,2000,85000
13,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,ACC Levy,2000,90000
14,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,ACC Levy,2000,89000
15,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,ACC Levy,3000,91000
16,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,ACC Levy,3000,91000
17,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,ACC Levy,3000,91000
18,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,ACC Levy,4000,91000
19,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,ACC Levy,4000,93000
20,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,ACC Levy,5000,95000
1,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Core Benefits,6000,69000
2,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Core Benefits,7000,54000
3,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Core Benefits,1000,80000
4,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Core Benefits,4000,70000
5,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Core Benefits,2000,71000
6,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Core Benefits,1000,78000
7,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Core Benefits,2000,78000
8,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Core Benefits,1000,82000
9,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Core Benefits,1000,84000
10,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Core Benefits,1000,82000
11,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Core Benefits,0,83000
12,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Core Benefits,1000,85000
13,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Core Benefits,0,90000
14,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Core Benefits,1000,89000
15,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Core Benefits,0,91000
16,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Core Benefits,1000,91000
17,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Core Benefits,1000,91000
18,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Core Benefits,0,91000
19,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Core Benefits,1000,93000
20,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Core Benefits,0,95000
1,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Self-Employment Income,-1000,69000
2,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Self-Employment Income,1000,54000
3,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Self-Employment Income,1000,80000
4,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Self-Employment Income,1000,70000
5,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Self-Employment Income,1000,71000
6,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Self-Employment Income,2000,78000
7,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Self-Employment Income,4000,78000
8,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Self-Employment Income,5000,82000
9,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Self-Employment Income,7000,84000
10,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Self-Employment Income,8000,82000
11,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Self-Employment Income,10000,83000
12,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Self-Employment Income,9000,85000
13,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Self-Employment Income,13000,90000
14,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Self-Employment Income,15000,89000
15,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Self-Employment Income,16000,91000
16,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Self-Employment Income,18000,91000
17,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Self-Employment Income,21000,91000
18,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Self-Employment Income,28000,91000
19,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Self-Employment Income,38000,93000
20,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,Self-Employment Income,96000,95000
1,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,WFF,3000,69000
2,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,WFF,4000,54000
3,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,WFF,1000,80000
4,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,WFF,3000,70000
5,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,WFF,1000,71000
6,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,WFF,1000,78000
7,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,WFF,2000,78000
8,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,WFF,2000,82000
9,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,WFF,1000,84000
10,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,WFF,1000,82000
11,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,WFF,1000,83000
12,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,WFF,1000,85000
13,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,WFF,1000,90000
14,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,WFF,0,89000
15,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,WFF,0,91000
16,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,WFF,0,91000
17,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,WFF,0,91000
18,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,WFF,0,91000
19,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,WFF,0,93000
20,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,WFF,0,95000
1,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FTC,2000,69000
2,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FTC,3000,54000
3,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FTC,1000,80000
4,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FTC,2000,70000
5,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FTC,1000,71000
6,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FTC,1000,78000
7,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FTC,1000,78000
8,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FTC,1000,82000
9,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FTC,1000,84000
10,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FTC,0,82000
11,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FTC,1000,83000
12,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FTC,0,85000
13,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FTC,0,90000
14,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FTC,0,89000
15,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FTC,0,91000
16,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FTC,0,91000
17,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FTC,0,91000
18,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FTC,0,91000
19,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FTC,0,93000
20,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FTC,0,95000
1,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,MFTC,0,69000
2,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,MFTC,0,54000
3,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,MFTC,0,80000
4,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,MFTC,0,70000
5,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,MFTC,0,71000
6,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,MFTC,0,78000
7,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,MFTC,0,78000
8,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,MFTC,0,82000
9,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,MFTC,0,84000
10,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,MFTC,0,82000
11,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,MFTC,0,83000
12,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,MFTC,0,85000
13,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,MFTC,0,90000
14,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,MFTC,0,89000
15,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,MFTC,0,91000
16,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,MFTC,0,91000
17,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,MFTC,0,91000
18,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,MFTC,0,91000
19,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,MFTC,0,93000
20,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,MFTC,0,95000
1,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,IWTC,0,69000
2,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,IWTC,0,54000
3,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,IWTC,0,80000
4,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,IWTC,0,70000
5,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,IWTC,0,71000
6,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,IWTC,0,78000
7,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,IWTC,0,78000
8,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,IWTC,1000,82000
9,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,IWTC,1000,84000
10,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,IWTC,1000,82000
11,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,IWTC,0,83000
12,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,IWTC,0,85000
13,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,IWTC,0,90000
14,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,IWTC,0,89000
15,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,IWTC,0,91000
16,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,IWTC,0,91000
17,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,IWTC,0,91000
18,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,IWTC,0,91000
19,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,IWTC,0,93000
20,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,IWTC,0,95000
1,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,BestStart,0,69000
2,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,BestStart,0,54000
3,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,BestStart,0,80000
4,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,BestStart,0,70000
5,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,BestStart,0,71000
6,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,BestStart,0,78000
7,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,BestStart,0,78000
8,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,BestStart,0,82000
9,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,BestStart,0,84000
10,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,BestStart,0,82000
11,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,BestStart,0,83000
12,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,BestStart,0,85000
13,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,BestStart,0,90000
14,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,BestStart,0,89000
15,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,BestStart,0,91000
16,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,BestStart,0,91000
17,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,BestStart,0,91000
18,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,BestStart,0,91000
19,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,BestStart,0,93000
20,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,BestStart,0,95000
1,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FamilyBoost,0,69000
2,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FamilyBoost,0,54000
3,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FamilyBoost,0,80000
4,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FamilyBoost,0,70000
5,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FamilyBoost,0,71000
6,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FamilyBoost,0,78000
7,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FamilyBoost,0,78000
8,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FamilyBoost,0,82000
9,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FamilyBoost,0,84000
10,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FamilyBoost,0,82000
11,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FamilyBoost,0,83000
12,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FamilyBoost,0,85000
13,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FamilyBoost,0,90000
14,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FamilyBoost,0,89000
15,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FamilyBoost,0,91000
16,Income Quantiles,Household,Accommodation Supplement non-recipients,Taxable Income,FamilyBoost,0,91000
