Income_Group,Income_Type,Population_Type,Description,Income_Measure,Value_Type,Value,Population
11,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Income Tax,22000,79000
12,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Income Tax,25000,85000
13,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Income Tax,29000,88000
14,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Income Tax,33000,89000
15,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Income Tax,38000,90000
16,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Income Tax,43000,92000
17,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Income Tax,50000,91000
18,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Income Tax,59000,92000
19,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Income Tax,73000,90000
20,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Income Tax,135000,93000
1,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,ACC Levy,0,85000
2,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,ACC Levy,0,62000
3,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,ACC Levy,0,88000
4,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,ACC Levy,0,74000
5,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,ACC Levy,0,82000
6,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,ACC Levy,0,81000
7,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,ACC Levy,1000,78000
8,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,ACC Levy,1000,77000
9,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,ACC Levy,1000,76000
10,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,ACC Levy,1000,78000
11,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,ACC Levy,1000,79000
12,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,ACC Levy,2000,85000
13,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,ACC Levy,2000,88000
14,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,ACC Levy,2000,89000
15,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,ACC Levy,2000,90000
16,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,ACC Levy,3000,92000
17,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,ACC Levy,3000,91000
18,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,ACC Levy,3000,92000
19,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,ACC Levy,4000,90000
20,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,ACC Levy,4000,93000
1,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Core Benefits,11000,85000
2,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Core Benefits,5000,62000
3,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Core Benefits,1000,88000
4,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Core Benefits,6000,74000
5,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Core Benefits,4000,82000
6,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Core Benefits,3000,81000
7,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Core Benefits,3000,78000
8,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Core Benefits,2000,77000
9,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Core Benefits,2000,76000
10,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Core Benefits,3000,78000
11,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Core Benefits,2000,79000
12,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Core Benefits,2000,85000
13,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Core Benefits,2000,88000
14,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Core Benefits,2000,89000
15,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Core Benefits,1000,90000
16,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Core Benefits,1000,92000
17,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Core Benefits,1000,91000
18,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Core Benefits,1000,92000
19,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Core Benefits,2000,90000
20,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Core Benefits,1000,93000
1,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Self-Employment Income,-1000,85000
2,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Self-Employment Income,1000,62000
3,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Self-Employment Income,0,88000
4,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Self-Employment Income,2000,74000
5,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Self-Employment Income,1000,82000
6,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Self-Employment Income,2000,81000
7,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Self-Employment Income,4000,78000
8,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Self-Employment Income,4000,77000
9,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Self-Employment Income,6000,76000
10,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Self-Employment Income,8000,78000
11,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Self-Employment Income,9000,79000
12,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Self-Employment Income,8000,85000
13,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Self-Employment Income,13000,88000
14,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Self-Employment Income,14000,89000
15,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Self-Employment Income,15000,90000
16,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Self-Employment Income,16000,92000
17,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Self-Employment Income,21000,91000
18,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Self-Employment Income,26000,92000
19,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Self-Employment Income,36000,90000
20,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Self-Employment Income,89000,93000
1,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WFF,0,85000
2,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WFF,0,62000
3,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WFF,0,88000
4,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WFF,0,74000
5,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WFF,0,82000
6,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WFF,0,81000
7,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WFF,0,78000
8,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WFF,0,77000
9,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WFF,0,76000
10,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WFF,0,78000
11,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WFF,0,79000
12,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WFF,0,85000
13,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WFF,0,88000
14,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WFF,0,89000
15,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WFF,0,90000
16,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WFF,0,92000
17,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WFF,0,91000
18,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WFF,0,92000
19,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WFF,0,90000
20,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WFF,0,93000
1,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FTC,0,85000
2,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FTC,0,62000
3,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FTC,0,88000
4,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FTC,0,74000
5,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FTC,0,82000
6,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FTC,0,81000
7,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FTC,0,78000
8,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FTC,0,77000
9,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FTC,0,76000
10,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FTC,0,78000
11,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FTC,0,79000
12,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FTC,0,85000
13,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FTC,0,88000
14,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FTC,0,89000
15,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FTC,0,90000
16,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FTC,0,92000
17,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FTC,0,91000
18,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FTC,0,92000
19,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FTC,0,90000
20,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FTC,0,93000
1,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,MFTC,0,85000
2,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,MFTC,0,62000
3,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,MFTC,0,88000
4,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,MFTC,0,74000
5,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,MFTC,0,82000
6,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,MFTC,0,81000
7,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,MFTC,0,78000
8,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,MFTC,0,77000
9,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,MFTC,0,76000
10,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,MFTC,0,78000
11,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,MFTC,0,79000
12,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,MFTC,0,85000
13,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,MFTC,0,88000
14,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,MFTC,0,89000
15,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,MFTC,0,90000
16,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,MFTC,0,92000
17,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,MFTC,0,91000
18,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,MFTC,0,92000
19,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,MFTC,0,90000
20,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,MFTC,0,93000
1,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,IWTC,0,85000
2,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,IWTC,0,62000
3,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,IWTC,0,88000
4,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,IWTC,0,74000
5,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,IWTC,0,82000
6,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,IWTC,0,81000
7,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,IWTC,0,78000
8,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,IWTC,0,77000
9,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,IWTC,0,76000
10,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,IWTC,0,78000
11,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,IWTC,0,79000
12,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,IWTC,0,85000
13,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,IWTC,0,88000
14,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,IWTC,0,89000
15,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,IWTC,0,90000
16,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,IWTC,0,92000
17,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,IWTC,0,91000
18,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,IWTC,0,92000
19,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,IWTC,0,90000
20,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,IWTC,0,93000
1,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,BestStart,0,85000
2,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,BestStart,0,62000
3,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,BestStart,0,88000
4,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,BestStart,0,74000
5,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,BestStart,0,82000
6,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,BestStart,0,81000
7,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,BestStart,0,78000
8,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,BestStart,0,77000
9,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,BestStart,0,76000
10,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,BestStart,0,78000
11,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,BestStart,0,79000
12,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,BestStart,0,85000
13,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,BestStart,0,88000
14,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,BestStart,0,89000
15,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,BestStart,0,90000
16,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,BestStart,0,92000
17,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,BestStart,0,91000
18,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,BestStart,0,92000
19,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,BestStart,0,90000
20,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,BestStart,0,93000
1,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FamilyBoost,0,85000
2,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FamilyBoost,0,62000
3,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FamilyBoost,0,88000
4,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FamilyBoost,0,74000
5,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FamilyBoost,0,82000
6,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FamilyBoost,0,81000
7,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FamilyBoost,0,78000
8,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FamilyBoost,0,77000
9,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FamilyBoost,0,76000
10,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FamilyBoost,0,78000
11,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FamilyBoost,0,79000
12,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FamilyBoost,0,85000
13,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FamilyBoost,0,88000
14,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FamilyBoost,0,89000
15,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FamilyBoost,0,90000
16,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FamilyBoost,0,92000
17,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FamilyBoost,0,91000
18,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FamilyBoost,0,92000
19,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FamilyBoost,0,90000
20,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,FamilyBoost,0,93000
1,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,NZ Super,1000,85000
2,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,NZ Super,16000,62000
3,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,NZ Super,24000,88000
4,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,NZ Super,17000,74000
5,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,NZ Super,28000,82000
6,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,NZ Super,23000,81000
7,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,NZ Super,17000,78000
8,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,NZ Super,13000,77000
9,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,NZ Super,13000,76000
10,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,NZ Super,11000,78000
11,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,NZ Super,9000,79000
12,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,NZ Super,8000,85000
13,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,NZ Super,6000,88000
14,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,NZ Super,6000,89000
15,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,NZ Super,5000,90000
16,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,NZ Super,5000,92000
17,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,NZ Super,5000,91000
18,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,NZ Super,4000,92000
19,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,NZ Super,4000,90000
20,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,NZ Super,5000,93000
1,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Accommodation Supplement,2000,85000
2,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Accommodation Supplement,1000,62000
3,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Accommodation Supplement,1000,88000
4,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Accommodation Supplement,1000,74000
5,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Accommodation Supplement,1000,82000
6,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Accommodation Supplement,1000,81000
7,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Accommodation Supplement,1000,78000
8,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Accommodation Supplement,1000,77000
9,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Accommodation Supplement,1000,76000
10,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Accommodation Supplement,1000,78000
11,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Accommodation Supplement,1000,79000
12,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Accommodation Supplement,0,85000
13,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Accommodation Supplement,0,88000
14,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Accommodation Supplement,0,89000
15,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Accommodation Supplement,0,90000
16,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Accommodation Supplement,0,92000
17,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Accommodation Supplement,0,91000
18,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Accommodation Supplement,0,92000
19,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Accommodation Supplement,0,90000
20,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Accommodation Supplement,0,93000
1,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WEP,0,85000
2,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WEP,0,62000
3,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WEP,0,88000
4,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WEP,0,74000
5,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WEP,1000,82000
6,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WEP,0,81000
7,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WEP,0,78000
8,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WEP,0,77000
9,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WEP,0,76000
10,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WEP,0,78000
11,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WEP,0,79000
12,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WEP,0,85000
13,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WEP,0,88000
14,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WEP,0,89000
15,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WEP,0,90000
16,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WEP,0,92000
17,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WEP,0,91000
18,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WEP,0,92000
19,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WEP,0,90000
20,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,WEP,0,93000
1,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Housing Costs,14000,85000
2,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Housing Costs,12000,62000
3,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Housing Costs,8000,88000
4,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Housing Costs,11000,74000
5,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Housing Costs,10000,82000
6,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Housing Costs,11000,81000
7,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Housing Costs,13000,78000
8,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Housing Costs,16000,77000
9,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Housing Costs,18000,76000
10,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Housing Costs,20000,78000
11,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Housing Costs,23000,79000
12,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Housing Costs,24000,85000
13,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Housing Costs,25000,88000
14,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Housing Costs,27000,89000
15,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Housing Costs,28000,90000
16,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Housing Costs,30000,92000
17,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Housing Costs,33000,91000
18,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Housing Costs,34000,92000
19,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Housing Costs,39000,90000
20,Income Quantiles,Household,Working for Families non-recipients,Taxable Income,Housing Costs,40000,93000
1,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Taxable Income,10000,15000
2,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Taxable Income,30000,38000
3,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Taxable Income,34000,12000
4,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Taxable Income,40000,26000
5,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Taxable Income,49000,18000
6,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Taxable Income,56000,19000
7,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Taxable Income,65000,22000
8,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Taxable Income,76000,15000
9,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Taxable Income,88000,17000
10,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Taxable Income,100000,11000
11,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Taxable Income,113000,11000
12,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Taxable Income,127000,8000
13,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Taxable Income,141000,6000
14,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Taxable Income,157000,4000
15,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Taxable Income,S,S
16,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Taxable Income,S,S
17,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Taxable Income,217000,5000
18,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Taxable Income,248000,3000
19,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Taxable Income,303000,4000
20,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Taxable Income,S,S
1,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Wage/Salary Income,4000,15000
2,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Wage/Salary Income,3000,38000
3,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Wage/Salary Income,7000,12000
4,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Wage/Salary Income,15000,26000
5,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Wage/Salary Income,22000,18000
6,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Wage/Salary Income,31000,19000
7,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Wage/Salary Income,42000,22000
8,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Wage/Salary Income,55000,15000
9,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Wage/Salary Income,70000,17000
10,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Wage/Salary Income,73000,11000
11,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Wage/Salary Income,81000,11000
12,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Wage/Salary Income,94000,8000
13,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Wage/Salary Income,113000,6000
14,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Wage/Salary Income,115000,4000
15,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Wage/Salary Income,S,S
16,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Wage/Salary Income,S,S
17,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Wage/Salary Income,175000,5000
18,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Wage/Salary Income,195000,3000
19,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Wage/Salary Income,274000,4000
20,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Wage/Salary Income,S,S
1,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Income Tax,1000,15000
2,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Income Tax,4000,38000
3,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Income Tax,5000,12000
4,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Income Tax,5000,26000
5,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Income Tax,7000,18000
6,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Income Tax,8000,19000
7,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Income Tax,10000,22000
8,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Income Tax,13000,15000
9,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Income Tax,16000,17000
10,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Income Tax,18000,11000
11,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Income Tax,20000,11000
12,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Income Tax,22000,8000
13,Income Quantiles,Household,Family Tax Credit recipients,Taxable Income,Income Tax,25000,6000
