Income_Group,Income_Type,Population_Type,Description,Income_Measure,Value_Type,Value,Population
$80k-$100k,Income Bands,Household,Single without children,Taxable Income,FTC,0,48000
$100k-$120k,Income Bands,Household,Single without children,Taxable Income,FTC,0,26000
$120k-$140k,Income Bands,Household,Single without children,Taxable Income,FTC,0,16000
$140k-$160k,Income Bands,Household,Single without children,Taxable Income,FTC,0,11000
$160k-$180k,Income Bands,Household,Single without children,Taxable Income,FTC,0,7000
$180k-$200k,Income Bands,Household,Single without children,Taxable Income,FTC,0,5000
$200k-$220k,Income Bands,Household,Single without children,Taxable Income,FTC,0,3000
$220k-$240k,Income Bands,Household,Single without children,Taxable Income,FTC,S,S
$240k-$260k,Income Bands,Household,Single without children,Taxable Income,FTC,S,S
$260k-$280k,Income Bands,Household,Single without children,Taxable Income,FTC,S,S
$280k-$300k,Income Bands,Household,Single without children,Taxable Income,FTC,S,S
Above $300k,Income Bands,Household,Single without children,Taxable Income,FTC,0,4000
Below $0,Income Bands,Household,Single without children,Taxable Income,MFTC,0,8000
$0-$20k,Income Bands,Household,Single without children,Taxable Income,MFTC,0,17000
$20k-$40k,Income Bands,Household,Single without children,Taxable Income,MFTC,0,214000
$40k-$60k,Income Bands,Household,Single without children,Taxable Income,MFTC,0,67000
$60k-$80k,Income Bands,Household,Single without children,Taxable Income,MFTC,0,58000
$80k-$100k,Income Bands,Household,Single without children,Taxable Income,MFTC,0,48000
$100k-$120k,Income Bands,Household,Single without children,Taxable Income,MFTC,0,26000
$120k-$140k,Income Bands,Household,Single without children,Taxable Income,MFTC,0,16000
$140k-$160k,Income Bands,Household,Single without children,Taxable Income,MFTC,0,11000
$160k-$180k,Income Bands,Household,Single without children,Taxable Income,MFTC,0,7000
$180k-$200k,Income Bands,Household,Single without children,Taxable Income,MFTC,0,5000
$200k-$220k,Income Bands,Household,Single without children,Taxable Income,MFTC,0,3000
$220k-$240k,Income Bands,Household,Single without children,Taxable Income,MFTC,S,S
$240k-$260k,Income Bands,Household,Single without children,Taxable Income,MFTC,S,S
$260k-$280k,Income Bands,Household,Single without children,Taxable Income,MFTC,S,S
$280k-$300k,Income Bands,Household,Single without children,Taxable Income,MFTC,S,S
Above $300k,Income Bands,Household,Single without children,Taxable Income,MFTC,0,4000
Below $0,Income Bands,Household,Single without children,Taxable Income,IWTC,0,8000
$0-$20k,Income Bands,Household,Single without children,Taxable Income,IWTC,0,17000
$20k-$40k,Income Bands,Household,Single without children,Taxable Income,IWTC,0,214000
$40k-$60k,Income Bands,Household,Single without children,Taxable Income,IWTC,0,67000
$60k-$80k,Income Bands,Household,Single without children,Taxable Income,IWTC,0,58000
$80k-$100k,Income Bands,Household,Single without children,Taxable Income,IWTC,0,48000
$100k-$120k,Income Bands,Household,Single without children,Taxable Income,IWTC,0,26000
$120k-$140k,Income Bands,Household,Single without children,Taxable Income,IWTC,0,16000
$140k-$160k,Income Bands,Household,Single without children,Taxable Income,IWTC,0,11000
$160k-$180k,Income Bands,Household,Single without children,Taxable Income,IWTC,0,7000
$180k-$200k,Income Bands,Household,Single without children,Taxable Income,IWTC,0,5000
$200k-$220k,Income Bands,Household,Single without children,Taxable Income,IWTC,0,3000
$220k-$240k,Income Bands,Household,Single without children,Taxable Income,IWTC,S,S
$240k-$260k,Income Bands,Household,Single without children,Taxable Income,IWTC,S,S
$260k-$280k,Income Bands,Household,Single without children,Taxable Income,IWTC,S,S
$280k-$300k,Income Bands,Household,Single without children,Taxable Income,IWTC,S,S
Above $300k,Income Bands,Household,Single without children,Taxable Income,IWTC,0,4000
Below $0,Income Bands,Household,Single without children,Taxable Income,BestStart,0,8000
$0-$20k,Income Bands,Household,Single without children,Taxable Income,BestStart,0,17000
$20k-$40k,Income Bands,Household,Single without children,Taxable Income,BestStart,0,214000
$40k-$60k,Income Bands,Household,Single without children,Taxable Income,BestStart,0,67000
$60k-$80k,Income Bands,Household,Single without children,Taxable Income,BestStart,0,58000
$80k-$100k,Income Bands,Household,Single without children,Taxable Income,BestStart,0,48000
$100k-$120k,Income Bands,Household,Single without children,Taxable Income,BestStart,0,26000
$120k-$140k,Income Bands,Household,Single without children,Taxable Income,BestStart,0,16000
$140k-$160k,Income Bands,Household,Single without children,Taxable Income,BestStart,0,11000
$160k-$180k,Income Bands,Household,Single without children,Taxable Income,BestStart,0,7000
$180k-$200k,Income Bands,Household,Single without children,Taxable Income,BestStart,0,5000
$200k-$220k,Income Bands,Household,Single without children,Taxable Income,BestStart,0,3000
$220k-$240k,Income Bands,Household,Single without children,Taxable Income,BestStart,S,S
$240k-$260k,Income Bands,Household,Single without children,Taxable Income,BestStart,S,S
$260k-$280k,Income Bands,Household,Single without children,Taxable Income,BestStart,S,S
$280k-$300k,Income Bands,Household,Single without children,Taxable Income,BestStart,S,S
Above $300k,Income Bands,Household,Single without children,Taxable Income,BestStart,0,4000
Below $0,Income Bands,Household,Single without children,Taxable Income,FamilyBoost,0,8000
$0-$20k,Income Bands,Household,Single without children,Taxable Income,FamilyBoost,0,17000
$20k-$40k,Income Bands,Household,Single without children,Taxable Income,FamilyBoost,0,214000
$40k-$60k,Income Bands,Household,Single without children,Taxable Income,FamilyBoost,0,67000
$60k-$80k,Income Bands,Household,Single without children,Taxable Income,FamilyBoost,0,58000
$80k-$100k,Income Bands,Household,Single without children,Taxable Income,FamilyBoost,0,48000
$100k-$120k,Income Bands,Household,Single without children,Taxable Income,FamilyBoost,0,26000
$120k-$140k,Income Bands,Household,Single without children,Taxable Income,FamilyBoost,0,16000
$140k-$160k,Income Bands,Household,Single without children,Taxable Income,FamilyBoost,0,11000
$160k-$180k,Income Bands,Household,Single without children,Taxable Income,FamilyBoost,0,7000
$180k-$200k,Income Bands,Household,Single without children,Taxable Income,FamilyBoost,0,5000
$200k-$220k,Income Bands,Household,Single without children,Taxable Income,FamilyBoost,0,3000
$220k-$240k,Income Bands,Household,Single without children,Taxable Income,FamilyBoost,S,S
$240k-$260k,Income Bands,Household,Single without children,Taxable Income,FamilyBoost,S,S
$260k-$280k,Income Bands,Household,Single without children,Taxable Income,FamilyBoost,S,S
$280k-$300k,Income Bands,Household,Single without children,Taxable Income,FamilyBoost,S,S
Above $300k,Income Bands,Household,Single without children,Taxable Income,FamilyBoost,0,4000
Below $0,Income Bands,Household,Single without children,Taxable Income,NZ Super,0,8000
$0-$20k,Income Bands,Household,Single without children,Taxable Income,NZ Super,1000,17000
$20k-$40k,Income Bands,Household,Single without children,Taxable Income,NZ Super,17000,214000
$40k-$60k,Income Bands,Household,Single without children,Taxable Income,NZ Super,15000,67000
$60k-$80k,Income Bands,Household,Single without children,Taxable Income,NZ Super,8000,58000
$80k-$100k,Income Bands,Household,Single without children,Taxable Income,NZ Super,8000,48000
$100k-$120k,Income Bands,Household,Single without children,Taxable Income,NZ Super,9000,26000
$120k-$140k,Income Bands,Household,Single without children,Taxable Income,NZ Super,6000,16000
$140k-$160k,Income Bands,Household,Single without children,Taxable Income,NZ Super,9000,11000
$160k-$180k,Income Bands,Household,Single without children,Taxable Income,NZ Super,6000,7000
$180k-$200k,Income Bands,Household,Single without children,Taxable Income,NZ Super,8000,5000
$200k-$220k,Income Bands,Household,Single without children,Taxable Income,NZ Super,8000,3000
$220k-$240k,Income Bands,Household,Single without children,Taxable Income,NZ Super,S,S
$240k-$260k,Income Bands,Household,Single without children,Taxable Income,NZ Super,S,S
$260k-$280k,Income Bands,Household,Single without children,Taxable Income,NZ Super,S,S
$280k-$300k,Income Bands,Household,Single without children,Taxable Income,NZ Super,S,S
Above $300k,Income Bands,Household,Single without children,Taxable Income,NZ Super,11000,4000
Below $0,Income Bands,Household,Single without children,Taxable Income,Accommodation Supplement,0,8000
$0-$20k,Income Bands,Household,Single without children,Taxable Income,Accommodation Supplement,1000,17000
$20k-$40k,Income Bands,Household,Single without children,Taxable Income,Accommodation Supplement,1000,214000
$40k-$60k,Income Bands,Household,Single without children,Taxable Income,Accommodation Supplement,0,67000
$60k-$80k,Income Bands,Household,Single without children,Taxable Income,Accommodation Supplement,0,58000
$80k-$100k,Income Bands,Household,Single without children,Taxable Income,Accommodation Supplement,0,48000
$100k-$120k,Income Bands,Household,Single without children,Taxable Income,Accommodation Supplement,0,26000
$120k-$140k,Income Bands,Household,Single without children,Taxable Income,Accommodation Supplement,0,16000
$140k-$160k,Income Bands,Household,Single without children,Taxable Income,Accommodation Supplement,0,11000
$160k-$180k,Income Bands,Household,Single without children,Taxable Income,Accommodation Supplement,0,7000
$180k-$200k,Income Bands,Household,Single without children,Taxable Income,Accommodation Supplement,0,5000
$200k-$220k,Income Bands,Household,Single without children,Taxable Income,Accommodation Supplement,0,3000
$220k-$240k,Income Bands,Household,Single without children,Taxable Income,Accommodation Supplement,S,S
$240k-$260k,Income Bands,Household,Single without children,Taxable Income,Accommodation Supplement,S,S
$260k-$280k,Income Bands,Household,Single without children,Taxable Income,Accommodation Supplement,S,S
$280k-$300k,Income Bands,Household,Single without children,Taxable Income,Accommodation Supplement,S,S
Above $300k,Income Bands,Household,Single without children,Taxable Income,Accommodation Supplement,0,4000
Below $0,Income Bands,Household,Single without children,Taxable Income,WEP,0,8000
$0-$20k,Income Bands,Household,Single without children,Taxable Income,WEP,0,17000
$20k-$40k,Income Bands,Household,Single without children,Taxable Income,WEP,0,214000
$40k-$60k,Income Bands,Household,Single without children,Taxable Income,WEP,0,67000
$60k-$80k,Income Bands,Household,Single without children,Taxable Income,WEP,0,58000
$80k-$100k,Income Bands,Household,Single without children,Taxable Income,WEP,0,48000
$100k-$120k,Income Bands,Household,Single without children,Taxable Income,WEP,0,26000
$120k-$140k,Income Bands,Household,Single without children,Taxable Income,WEP,0,16000
$140k-$160k,Income Bands,Household,Single without children,Taxable Income,WEP,0,11000
$160k-$180k,Income Bands,Household,Single without children,Taxable Income,WEP,0,7000
$180k-$200k,Income Bands,Household,Single without children,Taxable Income,WEP,0,5000
$200k-$220k,Income Bands,Household,Single without children,Taxable Income,WEP,0,3000
$220k-$240k,Income Bands,Household,Single without children,Taxable Income,WEP,S,S
$240k-$260k,Income Bands,Household,Single without children,Taxable Income,WEP,S,S
$260k-$280k,Income Bands,Household,Single without children,Taxable Income,WEP,S,S
$280k-$300k,Income Bands,Household,Single without children,Taxable Income,WEP,S,S
Above $300k,Income Bands,Household,Single without children,Taxable Income,WEP,0,4000
Below $0,Income Bands,Household,Single without children,Taxable Income,Housing Costs,14000,8000
$0-$20k,Income Bands,Household,Single without children,Taxable Income,Housing Costs,14000,17000
$20k-$40k,Income Bands,Household,Single without children,Taxable Income,Housing Costs,9000,214000
$40k-$60k,Income Bands,Household,Single without children,Taxable Income,Housing Costs,11000,67000
$60k-$80k,Income Bands,Household,Single without children,Taxable Income,Housing Costs,15000,58000
$80k-$100k,Income Bands,Household,Single without children,Taxable Income,Housing Costs,18000,48000
$100k-$120k,Income Bands,Household,Single without children,Taxable Income,Housing Costs,21000,26000
$120k-$140k,Income Bands,Household,Single without children,Taxable Income,Housing Costs,24000,16000
$140k-$160k,Income Bands,Household,Single without children,Taxable Income,Housing Costs,21000,11000
$160k-$180k,Income Bands,Household,Single without children,Taxable Income,Housing Costs,24000,7000
$180k-$200k,Income Bands,Household,Single without children,Taxable Income,Housing Costs,25000,5000
$200k-$220k,Income Bands,Household,Single without children,Taxable Income,Housing Costs,27000,3000
$220k-$240k,Income Bands,Household,Single without children,Taxable Income,Housing Costs,S,S
$240k-$260k,Income Bands,Household,Single without children,Taxable Income,Housing Costs,S,S
$260k-$280k,Income Bands,Household,Single without children,Taxable Income,Housing Costs,S,S
$280k-$300k,Income Bands,Household,Single without children,Taxable Income,Housing Costs,S,S
Above $300k,Income Bands,Household,Single without children,Taxable Income,Housing Costs,35000,4000
Below $0,Income Bands,Household,Couple with children,Taxable Income,Taxable Income,S,S
$0-$20k,Income Bands,Household,Couple with children,Taxable Income,Taxable Income,10000,5000
$20k-$40k,Income Bands,Household,Couple with children,Taxable Income,Taxable Income,32000,12000
$40k-$60k,Income Bands,Household,Couple with children,Taxable Income,Taxable Income,50000,24000
$60k-$80k,Income Bands,Household,Couple with children,Taxable Income,Taxable Income,70000,20000
$80k-$100k,Income Bands,Household,Couple with children,Taxable Income,Taxable Income,91000,30000
$100k-$120k,Income Bands,Household,Couple with children,Taxable Income,Taxable Income,111000,31000
$120k-$140k,Income Bands,Household,Couple with children,Taxable Income,Taxable Income,130000,34000
$140k-$160k,Income Bands,Household,Couple with children,Taxable Income,Taxable Income,149000,35000
$160k-$180k,Income Bands,Household,Couple with children,Taxable Income,Taxable Income,170000,29000
$180k-$200k,Income Bands,Household,Couple with children,Taxable Income,Taxable Income,189000,30000
$200k-$220k,Income Bands,Household,Couple with children,Taxable Income,Taxable Income,209000,21000
$220k-$240k,Income Bands,Household,Couple with children,Taxable Income,Taxable Income,230000,16000
$240k-$260k,Income Bands,Household,Couple with children,Taxable Income,Taxable Income,250000,16000
$260k-$280k,Income Bands,Household,Couple with children,Taxable Income,Taxable Income,271000,8000
$280k-$300k,Income Bands,Household,Couple with children,Taxable Income,Taxable Income,289000,8000
Above $300k,Income Bands,Household,Couple with children,Taxable Income,Taxable Income,451000,37000
Below $0,Income Bands,Household,Couple with children,Taxable Income,Wage/Salary Income,S,S
$0-$20k,Income Bands,Household,Couple with children,Taxable Income,Wage/Salary Income,3000,5000
$20k-$40k,Income Bands,Household,Couple with children,Taxable Income,Wage/Salary Income,12000,12000
$40k-$60k,Income Bands,Household,Couple with children,Taxable Income,Wage/Salary Income,27000,24000
$60k-$80k,Income Bands,Household,Couple with children,Taxable Income,Wage/Salary Income,57000,20000
$80k-$100k,Income Bands,Household,Couple with children,Taxable Income,Wage/Salary Income,79000,30000
$100k-$120k,Income Bands,Household,Couple with children,Taxable Income,Wage/Salary Income,96000,31000
$120k-$140k,Income Bands,Household,Couple with children,Taxable Income,Wage/Salary Income,113000,34000
$140k-$160k,Income Bands,Household,Couple with children,Taxable Income,Wage/Salary Income,128000,35000
$160k-$180k,Income Bands,Household,Couple with children,Taxable Income,Wage/Salary Income,146000,29000
$180k-$200k,Income Bands,Household,Couple with children,Taxable Income,Wage/Salary Income,161000,30000
$200k-$220k,Income Bands,Household,Couple with children,Taxable Income,Wage/Salary Income,177000,21000
$220k-$240k,Income Bands,Household,Couple with children,Taxable Income,Wage/Salary Income,194000,16000
$240k-$260k,Income Bands,Household,Couple with children,Taxable Income,Wage/Salary Income,198000,16000
$260k-$280k,Income Bands,Household,Couple with children,Taxable Income,Wage/Salary Income,239000,8000
$280k-$300k,Income Bands,Household,Couple with children,Taxable Income,Wage/Salary Income,209000,8000
Above $300k,Income Bands,Household,Couple with children,Taxable Income,Wage/Salary Income,292000,37000
Below $0,Income Bands,Household,Couple with children,Taxable Income,Income Tax,S,S
$0-$20k,Income Bands,Household,Couple with children,Taxable Income,Income Tax,1000,5000
$20k-$40k,Income Bands,Household,Couple with children,Taxable Income,Income Tax,4000,12000
$40k-$60k,Income Bands,Household,Couple with children,Taxable Income,Income Tax,7000,24000
$60k-$80k,Income Bands,Household,Couple with children,Taxable Income,Income Tax,12000,20000
$80k-$100k,Income Bands,Household,Couple with children,Taxable Income,Income Tax,17000,30000
$100k-$120k,Income Bands,Household,Couple with children,Taxable Income,Income Tax,21000,31000
$120k-$140k,Income Bands,Household,Couple with children,Taxable Income,Income Tax,26000,34000
$140k-$160k,Income Bands,Household,Couple with children,Taxable Income,Income Tax,32000,35000
$160k-$180k,Income Bands,Household,Couple with children,Taxable Income,Income Tax,38000,29000
$180k-$200k,Income Bands,Household,Couple with children,Taxable Income,Income Tax,44000,30000
$200k-$220k,Income Bands,Household,Couple with children,Taxable Income,Income Tax,50000,21000
$220k-$240k,Income Bands,Household,Couple with children,Taxable Income,Income Tax,57000,16000
$240k-$260k,Income Bands,Household,Couple with children,Taxable Income,Income Tax,64000,16000
$260k-$280k,Income Bands,Household,Couple with children,Taxable Income,Income Tax,71000,8000
$280k-$300k,Income Bands,Household,Couple with children,Taxable Income,Income Tax,77000,8000
Above $300k,Income Bands,Household,Couple with children,Taxable Income,Income Tax,139000,37000
Below $0,Income Bands,Household,Couple with children,Taxable Income,ACC Levy,S,S
$0-$20k,Income Bands,Household,Couple with children,Taxable Income,ACC Levy,0,5000
$20k-$40k,Income Bands,Household,Couple with children,Taxable Income,ACC Levy,0,12000
$40k-$60k,Income Bands,Household,Couple with children,Taxable Income,ACC Levy,1000,24000
$60k-$80k,Income Bands,Household,Couple with children,Taxable Income,ACC Levy,1000,20000
$80k-$100k,Income Bands,Household,Couple with children,Taxable Income,ACC Levy,1000,30000
$100k-$120k,Income Bands,Household,Couple with children,Taxable Income,ACC Levy,2000,31000
$120k-$140k,Income Bands,Household,Couple with children,Taxable Income,ACC Levy,2000,34000
$140k-$160k,Income Bands,Household,Couple with children,Taxable Income,ACC Levy,2000,35000
$160k-$180k,Income Bands,Household,Couple with children,Taxable Income,ACC Levy,3000,29000
$180k-$200k,Income Bands,Household,Couple with children,Taxable Income,ACC Levy,3000,30000
$200k-$220k,Income Bands,Household,Couple with children,Taxable Income,ACC Levy,3000,21000
$220k-$240k,Income Bands,Household,Couple with children,Taxable Income,ACC Levy,3000,16000
$240k-$260k,Income Bands,Household,Couple with children,Taxable Income,ACC Levy,3000,16000
$260k-$280k,Income Bands,Household,Couple with children,Taxable Income,ACC Levy,4000,8000
$280k-$300k,Income Bands,Household,Couple with children,Taxable Income,ACC Levy,4000,8000
Above $300k,Income Bands,Household,Couple with children,Taxable Income,ACC Levy,4000,37000
Below $0,Income Bands,Household,Couple with children,Taxable Income,Core Benefits,S,S
$0-$20k,Income Bands,Household,Couple with children,Taxable Income,Core Benefits,1000,5000
$20k-$40k,Income Bands,Household,Couple with children,Taxable Income,Core Benefits,13000,12000
$40k-$60k,Income Bands,Household,Couple with children,Taxable Income,Core Benefits,12000,24000
$60k-$80k,Income Bands,Household,Couple with children,Taxable Income,Core Benefits,2000,20000
$80k-$100k,Income Bands,Household,Couple with children,Taxable Income,Core Benefits,0,30000
$100k-$120k,Income Bands,Household,Couple with children,Taxable Income,Core Benefits,0,31000
$120k-$140k,Income Bands,Household,Couple with children,Taxable Income,Core Benefits,0,34000
$140k-$160k,Income Bands,Household,Couple with children,Taxable Income,Core Benefits,0,35000
$160k-$180k,Income Bands,Household,Couple with children,Taxable Income,Core Benefits,0,29000
$180k-$200k,Income Bands,Household,Couple with children,Taxable Income,Core Benefits,0,30000
$200k-$220k,Income Bands,Household,Couple with children,Taxable Income,Core Benefits,0,21000
$220k-$240k,Income Bands,Household,Couple with children,Taxable Income,Core Benefits,0,16000
$240k-$260k,Income Bands,Household,Couple with children,Taxable Income,Core Benefits,0,16000
$260k-$280k,Income Bands,Household,Couple with children,Taxable Income,Core Benefits,0,8000
$280k-$300k,Income Bands,Household,Couple with children,Taxable Income,Core Benefits,0,8000
Above $300k,Income Bands,Household,Couple with children,Taxable Income,Core Benefits,0,37000
Below $0,Income Bands,Household,Couple with children,Taxable Income,Self-Employment Income,S,S
$0-$20k,Income Bands,Household,Couple with children,Taxable Income,Self-Employment Income,2000,5000
$20k-$40k,Income Bands,Household,Couple with children,Taxable Income,Self-Employment Income,1000,12000
$40k-$60k,Income Bands,Household,Couple with children,Taxable Income,Self-Employment Income,4000,24000
$60k-$80k,Income Bands,Household,Couple with children,Taxable Income,Self-Employment Income,7000,20000
$80k-$100k,Income Bands,Household,Couple with children,Taxable Income,Self-Employment Income,7000,30000
$100k-$120k,Income Bands,Household,Couple with children,Taxable Income,Self-Employment Income,10000,31000
$120k-$140k,Income Bands,Household,Couple with children,Taxable Income,Self-Employment Income,11000,34000
$140k-$160k,Income Bands,Household,Couple with children,Taxable Income,Self-Employment Income,16000,35000
$160k-$180k,Income Bands,Household,Couple with children,Taxable Income,Self-Employment Income,19000,29000
$180k-$200k,Income Bands,Household,Couple with children,Taxable Income,Self-Employment Income,19000,30000
$200k-$220k,Income Bands,Household,Couple with children,Taxable Income,Self-Employment Income,24000,21000
$220k-$240k,Income Bands,Household,Couple with children,Taxable Income,Self-Employment Income,29000,16000
$240k-$260k,Income Bands,Household,Couple with children,Taxable Income,Self-Employment Income,40000,16000
$260k-$280k,Income Bands,Household,Couple with children,Taxable Income,Self-Employment Income,24000,8000
$280k-$300k,Income Bands,Household,Couple with children,Taxable Income,Self-Employment Income,70000,8000
Above $300k,Income Bands,Household,Couple with children,Taxable Income,Self-Employment Income,118000,37000
Below $0,Income Bands,Household,Couple with children,Taxable Income,WFF,S,S
$0-$20k,Income Bands,Household,Couple with children,Taxable Income,WFF,18000,5000
$20k-$40k,Income Bands,Household,Couple with children,Taxable Income,WFF,18000,12000
$40k-$60k,Income Bands,Household,Couple with children,Taxable Income,WFF,17000,24000
$60k-$80k,Income Bands,Household,Couple with children,Taxable Income,WFF,12000,20000
$80k-$100k,Income Bands,Household,Couple with children,Taxable Income,WFF,6000,30000
$100k-$120k,Income Bands,Household,Couple with children,Taxable Income,WFF,2000,31000
$120k-$140k,Income Bands,Household,Couple with children,Taxable Income,WFF,1000,34000
$140k-$160k,Income Bands,Household,Couple with children,Taxable Income,WFF,1000,35000
$160k-$180k,Income Bands,Household,Couple with children,Taxable Income,WFF,0,29000
$180k-$200k,Income Bands,Household,Couple with children,Taxable Income,WFF,0,30000
$200k-$220k,Income Bands,Household,Couple with children,Taxable Income,WFF,0,21000
$220k-$240k,Income Bands,Household,Couple with children,Taxable Income,WFF,0,16000
$240k-$260k,Income Bands,Household,Couple with children,Taxable Income,WFF,0,16000
$260k-$280k,Income Bands,Household,Couple with children,Taxable Income,WFF,0,8000
$280k-$300k,Income Bands,Household,Couple with children,Taxable Income,WFF,0,8000
Above $300k,Income Bands,Household,Couple with children,Taxable Income,WFF,0,37000
Below $0,Income Bands,Household,Couple with children,Taxable Income,FTC,S,S
$0-$20k,Income Bands,Household,Couple with children,Taxable Income,FTC,14000,5000
$20k-$40k,Income Bands,Household,Couple with children,Taxable Income,FTC,15000,12000
$40k-$60k,Income Bands,Household,Couple with children,Taxable Income,FTC,13000,24000
$60k-$80k,Income Bands,Household,Couple with children,Taxable Income,FTC,7000,20000
$80k-$100k,Income Bands,Household,Couple with children,Taxable Income,FTC,2000,30000
$100k-$120k,Income Bands,Household,Couple with children,Taxable Income,FTC,1000,31000
$120k-$140k,Income Bands,Household,Couple with children,Taxable Income,FTC,0,34000
$140k-$160k,Income Bands,Household,Couple with children,Taxable Income,FTC,0,35000
$160k-$180k,Income Bands,Household,Couple with children,Taxable Income,FTC,0,29000
$180k-$200k,Income Bands,Household,Couple with children,Taxable Income,FTC,0,30000
$200k-$220k,Income Bands,Household,Couple with children,Taxable Income,FTC,0,21000
$220k-$240k,Income Bands,Household,Couple with children,Taxable Income,FTC,0,16000
$240k-$260k,Income Bands,Household,Couple with children,Taxable Income,FTC,0,16000
$260k-$280k,Income Bands,Household,Couple with children,Taxable Income,FTC,0,8000
$280k-$300k,Income Bands,Household,Couple with children,Taxable Income,FTC,0,8000
Above $300k,Income Bands,Household,Couple with children,Taxable Income,FTC,0,37000
Below $0,Income Bands,Household,Couple with children,Taxable Income,MFTC,S,S
$0-$20k,Income Bands,Household,Couple with children,Taxable Income,MFTC,0,5000
$20k-$40k,Income Bands,Household,Couple with children,Taxable Income,MFTC,0,12000
$40k-$60k,Income Bands,Household,Couple with children,Taxable Income,MFTC,0,24000
$60k-$80k,Income Bands,Household,Couple with children,Taxable Income,MFTC,0,20000
$80k-$100k,Income Bands,Household,Couple with children,Taxable Income,MFTC,0,30000
$100k-$120k,Income Bands,Household,Couple with children,Taxable Income,MFTC,0,31000
$120k-$140k,Income Bands,Household,Couple with children,Taxable Income,MFTC,0,34000
$140k-$160k,Income Bands,Household,Couple with children,Taxable Income,MFTC,0,35000
$160k-$180k,Income Bands,Household,Couple with children,Taxable Income,MFTC,0,29000
$180k-$200k,Income Bands,Household,Couple with children,Taxable Income,MFTC,0,30000
$200k-$220k,Income Bands,Household,Couple with children,Taxable Income,MFTC,0,21000
$220k-$240k,Income Bands,Household,Couple with children,Taxable Income,MFTC,0,16000
$240k-$260k,Income Bands,Household,Couple with children,Taxable Income,MFTC,0,16000
$260k-$280k,Income Bands,Household,Couple with children,Taxable Income,MFTC,0,8000
$280k-$300k,Income Bands,Household,Couple with children,Taxable Income,MFTC,0,8000
Above $300k,Income Bands,Household,Couple with children,Taxable Income,MFTC,0,37000
Below $0,Income Bands,Household,Couple with children,Taxable Income,IWTC,S,S
$0-$20k,Income Bands,Household,Couple with children,Taxable Income,IWTC,2000,5000
$20k-$40k,Income Bands,Household,Couple with children,Taxable Income,IWTC,2000,12000
$40k-$60k,Income Bands,Household,Couple with children,Taxable Income,IWTC,3000,24000
$60k-$80k,Income Bands,Household,Couple with children,Taxable Income,IWTC,4000,20000
$80k-$100k,Income Bands,Household,Couple with children,Taxable Income,IWTC,3000,30000
$100k-$120k,Income Bands,Household,Couple with children,Taxable Income,IWTC,1000,31000
$120k-$140k,Income Bands,Household,Couple with children,Taxable Income,IWTC,0,34000
$140k-$160k,Income Bands,Household,Couple with children,Taxable Income,IWTC,0,35000
$160k-$180k,Income Bands,Household,Couple with children,Taxable Income,IWTC,0,29000
$180k-$200k,Income Bands,Household,Couple with children,Taxable Income,IWTC,0,30000
$200k-$220k,Income Bands,Household,Couple with children,Taxable Income,IWTC,0,21000
$220k-$240k,Income Bands,Household,Couple with children,Taxable Income,IWTC,0,16000
$240k-$260k,Income Bands,Household,Couple with children,Taxable Income,IWTC,0,16000
$260k-$280k,Income Bands,Household,Couple with children,Taxable Income,IWTC,0,8000
$280k-$300k,Income Bands,Household,Couple with children,Taxable Income,IWTC,0,8000
Above $300k,Income Bands,Household,Couple with children,Taxable Income,IWTC,0,37000
Below $0,Income Bands,Household,Couple with children,Taxable Income,BestStart,S,S
$0-$20k,Income Bands,Household,Couple with children,Taxable Income,BestStart,1000,5000
$20k-$40k,Income Bands,Household,Couple with children,Taxable Income,BestStart,2000,12000
$40k-$60k,Income Bands,Household,Couple with children,Taxable Income,BestStart,2000,24000
$60k-$80k,Income Bands,Household,Couple with children,Taxable Income,BestStart,2000,20000
$80k-$100k,Income Bands,Household,Couple with children,Taxable Income,BestStart,1000,30000
$100k-$120k,Income Bands,Household,Couple with children,Taxable Income,BestStart,0,31000
$120k-$140k,Income Bands,Household,Couple with children,Taxable Income,BestStart,0,34000
$140k-$160k,Income Bands,Household,Couple with children,Taxable Income,BestStart,0,35000
$160k-$180k,Income Bands,Household,Couple with children,Taxable Income,BestStart,0,29000
$180k-$200k,Income Bands,Household,Couple with children,Taxable Income,BestStart,0,30000
$200k-$220k,Income Bands,Household,Couple with children,Taxable Income,BestStart,0,21000
$220k-$240k,Income Bands,Household,Couple with children,Taxable Income,BestStart,0,16000
$240k-$260k,Income Bands,Household,Couple with children,Taxable Income,BestStart,0,16000
$260k-$280k,Income Bands,Household,Couple with children,Taxable Income,BestStart,0,8000
$280k-$300k,Income Bands,Household,Couple with children,Taxable Income,BestStart,0,8000
Above $300k,Income Bands,Household,Couple with children,Taxable Income,BestStart,0,37000
Below $0,Income Bands,Household,Couple with children,Taxable Income,FamilyBoost,S,S
$0-$20k,Income Bands,Household,Couple with children,Taxable Income,FamilyBoost,0,5000
$20k-$40k,Income Bands,Household,Couple with children,Taxable Income,FamilyBoost,0,12000
$40k-$60k,Income Bands,Household,Couple with children,Taxable Income,FamilyBoost,0,24000
$60k-$80k,Income Bands,Household,Couple with children,Taxable Income,FamilyBoost,0,20000
$80k-$100k,Income Bands,Household,Couple with children,Taxable Income,FamilyBoost,0,30000
$100k-$120k,Income Bands,Household,Couple with children,Taxable Income,FamilyBoost,1000,31000
$120k-$140k,Income Bands,Household,Couple with children,Taxable Income,FamilyBoost,1000,34000
