Income_Group,Income_Type,Population_Type,Description,Income_Measure,Value_Type,Value,Population
$140k-$160k,Income Bands,Household,Couple with children,Taxable Income,Accommodation Supplement,0,36000
$160k-$180k,Income Bands,Household,Couple with children,Taxable Income,Accommodation Supplement,0,27000
$180k-$200k,Income Bands,Household,Couple with children,Taxable Income,Accommodation Supplement,0,29000
$200k-$220k,Income Bands,Household,Couple with children,Taxable Income,Accommodation Supplement,0,25000
$220k-$240k,Income Bands,Household,Couple with children,Taxable Income,Accommodation Supplement,0,19000
$240k-$260k,Income Bands,Household,Couple with children,Taxable Income,Accommodation Supplement,0,15000
$260k-$280k,Income Bands,Household,Couple with children,Taxable Income,Accommodation Supplement,0,15000
$280k-$300k,Income Bands,Household,Couple with children,Taxable Income,Accommodation Supplement,0,9000
Above $300k,Income Bands,Household,Couple with children,Taxable Income,Accommodation Supplement,0,46000
Below $0,Income Bands,Household,Couple with children,Taxable Income,WEP,S,S
$0-$20k,Income Bands,Household,Couple with children,Taxable Income,WEP,0,5000
$20k-$40k,Income Bands,Household,Couple with children,Taxable Income,WEP,0,8000
$40k-$60k,Income Bands,Household,Couple with children,Taxable Income,WEP,0,22000
$60k-$80k,Income Bands,Household,Couple with children,Taxable Income,WEP,0,20000
$80k-$100k,Income Bands,Household,Couple with children,Taxable Income,WEP,0,24000
$100k-$120k,Income Bands,Household,Couple with children,Taxable Income,WEP,0,27000
$120k-$140k,Income Bands,Household,Couple with children,Taxable Income,WEP,0,32000
$140k-$160k,Income Bands,Household,Couple with children,Taxable Income,WEP,0,36000
$160k-$180k,Income Bands,Household,Couple with children,Taxable Income,WEP,0,27000
$180k-$200k,Income Bands,Household,Couple with children,Taxable Income,WEP,0,29000
$200k-$220k,Income Bands,Household,Couple with children,Taxable Income,WEP,0,25000
$220k-$240k,Income Bands,Household,Couple with children,Taxable Income,WEP,0,19000
$240k-$260k,Income Bands,Household,Couple with children,Taxable Income,WEP,0,15000
$260k-$280k,Income Bands,Household,Couple with children,Taxable Income,WEP,0,15000
$280k-$300k,Income Bands,Household,Couple with children,Taxable Income,WEP,0,9000
Above $300k,Income Bands,Household,Couple with children,Taxable Income,WEP,0,46000
Below $0,Income Bands,Household,Couple with children,Taxable Income,Housing Costs,S,S
$0-$20k,Income Bands,Household,Couple with children,Taxable Income,Housing Costs,28000,5000
$20k-$40k,Income Bands,Household,Couple with children,Taxable Income,Housing Costs,33000,8000
$40k-$60k,Income Bands,Household,Couple with children,Taxable Income,Housing Costs,27000,22000
$60k-$80k,Income Bands,Household,Couple with children,Taxable Income,Housing Costs,30000,20000
$80k-$100k,Income Bands,Household,Couple with children,Taxable Income,Housing Costs,30000,24000
$100k-$120k,Income Bands,Household,Couple with children,Taxable Income,Housing Costs,31000,27000
$120k-$140k,Income Bands,Household,Couple with children,Taxable Income,Housing Costs,31000,32000
$140k-$160k,Income Bands,Household,Couple with children,Taxable Income,Housing Costs,32000,36000
$160k-$180k,Income Bands,Household,Couple with children,Taxable Income,Housing Costs,34000,27000
$180k-$200k,Income Bands,Household,Couple with children,Taxable Income,Housing Costs,34000,29000
$200k-$220k,Income Bands,Household,Couple with children,Taxable Income,Housing Costs,38000,25000
$220k-$240k,Income Bands,Household,Couple with children,Taxable Income,Housing Costs,39000,19000
$240k-$260k,Income Bands,Household,Couple with children,Taxable Income,Housing Costs,41000,15000
$260k-$280k,Income Bands,Household,Couple with children,Taxable Income,Housing Costs,48000,15000
$280k-$300k,Income Bands,Household,Couple with children,Taxable Income,Housing Costs,44000,9000
Above $300k,Income Bands,Household,Couple with children,Taxable Income,Housing Costs,51000,46000
Below $0,Income Bands,Household,Couple without children,Taxable Income,Taxable Income,S,S
$0-$20k,Income Bands,Household,Couple without children,Taxable Income,Taxable Income,11000,7000
$20k-$40k,Income Bands,Household,Couple without children,Taxable Income,Taxable Income,31000,15000
$40k-$60k,Income Bands,Household,Couple without children,Taxable Income,Taxable Income,53000,108000
$60k-$80k,Income Bands,Household,Couple without children,Taxable Income,Taxable Income,69000,61000
$80k-$100k,Income Bands,Household,Couple without children,Taxable Income,Taxable Income,90000,44000
$100k-$120k,Income Bands,Household,Couple without children,Taxable Income,Taxable Income,110000,41000
$120k-$140k,Income Bands,Household,Couple without children,Taxable Income,Taxable Income,130000,40000
$140k-$160k,Income Bands,Household,Couple without children,Taxable Income,Taxable Income,150000,42000
$160k-$180k,Income Bands,Household,Couple without children,Taxable Income,Taxable Income,170000,37000
$180k-$200k,Income Bands,Household,Couple without children,Taxable Income,Taxable Income,190000,31000
$200k-$220k,Income Bands,Household,Couple without children,Taxable Income,Taxable Income,209000,25000
$220k-$240k,Income Bands,Household,Couple without children,Taxable Income,Taxable Income,230000,19000
$240k-$260k,Income Bands,Household,Couple without children,Taxable Income,Taxable Income,249000,17000
$260k-$280k,Income Bands,Household,Couple without children,Taxable Income,Taxable Income,269000,13000
$280k-$300k,Income Bands,Household,Couple without children,Taxable Income,Taxable Income,290000,11000
Above $300k,Income Bands,Household,Couple without children,Taxable Income,Taxable Income,428000,41000
Below $0,Income Bands,Household,Couple without children,Taxable Income,Wage/Salary Income,S,S
$0-$20k,Income Bands,Household,Couple without children,Taxable Income,Wage/Salary Income,6000,7000
$20k-$40k,Income Bands,Household,Couple without children,Taxable Income,Wage/Salary Income,5000,15000
$40k-$60k,Income Bands,Household,Couple without children,Taxable Income,Wage/Salary Income,3000,108000
$60k-$80k,Income Bands,Household,Couple without children,Taxable Income,Wage/Salary Income,17000,61000
$80k-$100k,Income Bands,Household,Couple without children,Taxable Income,Wage/Salary Income,41000,44000
$100k-$120k,Income Bands,Household,Couple without children,Taxable Income,Wage/Salary Income,68000,41000
$120k-$140k,Income Bands,Household,Couple without children,Taxable Income,Wage/Salary Income,91000,40000
$140k-$160k,Income Bands,Household,Couple without children,Taxable Income,Wage/Salary Income,113000,42000
$160k-$180k,Income Bands,Household,Couple without children,Taxable Income,Wage/Salary Income,137000,37000
$180k-$200k,Income Bands,Household,Couple without children,Taxable Income,Wage/Salary Income,147000,31000
$200k-$220k,Income Bands,Household,Couple without children,Taxable Income,Wage/Salary Income,168000,25000
$220k-$240k,Income Bands,Household,Couple without children,Taxable Income,Wage/Salary Income,177000,19000
$240k-$260k,Income Bands,Household,Couple without children,Taxable Income,Wage/Salary Income,207000,17000
$260k-$280k,Income Bands,Household,Couple without children,Taxable Income,Wage/Salary Income,196000,13000
$280k-$300k,Income Bands,Household,Couple without children,Taxable Income,Wage/Salary Income,208000,11000
Above $300k,Income Bands,Household,Couple without children,Taxable Income,Wage/Salary Income,273000,41000
Below $0,Income Bands,Household,Couple without children,Taxable Income,Income Tax,S,S
$0-$20k,Income Bands,Household,Couple without children,Taxable Income,Income Tax,1000,7000
$20k-$40k,Income Bands,Household,Couple without children,Taxable Income,Income Tax,4000,15000
$40k-$60k,Income Bands,Household,Couple without children,Taxable Income,Income Tax,7000,108000
$60k-$80k,Income Bands,Household,Couple without children,Taxable Income,Income Tax,10000,61000
$80k-$100k,Income Bands,Household,Couple without children,Taxable Income,Income Tax,15000,44000
$100k-$120k,Income Bands,Household,Couple without children,Taxable Income,Income Tax,20000,41000
$120k-$140k,Income Bands,Household,Couple without children,Taxable Income,Income Tax,26000,40000
$140k-$160k,Income Bands,Household,Couple without children,Taxable Income,Income Tax,31000,42000
$160k-$180k,Income Bands,Household,Couple without children,Taxable Income,Income Tax,37000,37000
$180k-$200k,Income Bands,Household,Couple without children,Taxable Income,Income Tax,44000,31000
$200k-$220k,Income Bands,Household,Couple without children,Taxable Income,Income Tax,50000,25000
$220k-$240k,Income Bands,Household,Couple without children,Taxable Income,Income Tax,57000,19000
$240k-$260k,Income Bands,Household,Couple without children,Taxable Income,Income Tax,64000,17000
$260k-$280k,Income Bands,Household,Couple without children,Taxable Income,Income Tax,71000,13000
$280k-$300k,Income Bands,Household,Couple without children,Taxable Income,Income Tax,78000,11000
Above $300k,Income Bands,Household,Couple without children,Taxable Income,Income Tax,129000,41000
Below $0,Income Bands,Household,Couple without children,Taxable Income,ACC Levy,S,S
$0-$20k,Income Bands,Household,Couple without children,Taxable Income,ACC Levy,0,7000
$20k-$40k,Income Bands,Household,Couple without children,Taxable Income,ACC Levy,0,15000
$40k-$60k,Income Bands,Household,Couple without children,Taxable Income,ACC Levy,0,108000
$60k-$80k,Income Bands,Household,Couple without children,Taxable Income,ACC Levy,0,61000
$80k-$100k,Income Bands,Household,Couple without children,Taxable Income,ACC Levy,1000,44000
$100k-$120k,Income Bands,Household,Couple without children,Taxable Income,ACC Levy,1000,41000
$120k-$140k,Income Bands,Household,Couple without children,Taxable Income,ACC Levy,2000,40000
$140k-$160k,Income Bands,Household,Couple without children,Taxable Income,ACC Levy,2000,42000
$160k-$180k,Income Bands,Household,Couple without children,Taxable Income,ACC Levy,3000,37000
$180k-$200k,Income Bands,Household,Couple without children,Taxable Income,ACC Levy,3000,31000
$200k-$220k,Income Bands,Household,Couple without children,Taxable Income,ACC Levy,3000,25000
$220k-$240k,Income Bands,Household,Couple without children,Taxable Income,ACC Levy,4000,19000
$240k-$260k,Income Bands,Household,Couple without children,Taxable Income,ACC Levy,4000,17000
$260k-$280k,Income Bands,Household,Couple without children,Taxable Income,ACC Levy,4000,13000
$280k-$300k,Income Bands,Household,Couple without children,Taxable Income,ACC Levy,4000,11000
Above $300k,Income Bands,Household,Couple without children,Taxable Income,ACC Levy,5000,41000
Below $0,Income Bands,Household,Couple without children,Taxable Income,Core Benefits,S,S
$0-$20k,Income Bands,Household,Couple without children,Taxable Income,Core Benefits,1000,7000
$20k-$40k,Income Bands,Household,Couple without children,Taxable Income,Core Benefits,7000,15000
$40k-$60k,Income Bands,Household,Couple without children,Taxable Income,Core Benefits,2000,108000
$60k-$80k,Income Bands,Household,Couple without children,Taxable Income,Core Benefits,1000,61000
$80k-$100k,Income Bands,Household,Couple without children,Taxable Income,Core Benefits,0,44000
$100k-$120k,Income Bands,Household,Couple without children,Taxable Income,Core Benefits,0,41000
$120k-$140k,Income Bands,Household,Couple without children,Taxable Income,Core Benefits,0,40000
$140k-$160k,Income Bands,Household,Couple without children,Taxable Income,Core Benefits,0,42000
$160k-$180k,Income Bands,Household,Couple without children,Taxable Income,Core Benefits,0,37000
$180k-$200k,Income Bands,Household,Couple without children,Taxable Income,Core Benefits,0,31000
$200k-$220k,Income Bands,Household,Couple without children,Taxable Income,Core Benefits,0,25000
$220k-$240k,Income Bands,Household,Couple without children,Taxable Income,Core Benefits,0,19000
$240k-$260k,Income Bands,Household,Couple without children,Taxable Income,Core Benefits,0,17000
$260k-$280k,Income Bands,Household,Couple without children,Taxable Income,Core Benefits,0,13000
$280k-$300k,Income Bands,Household,Couple without children,Taxable Income,Core Benefits,0,11000
Above $300k,Income Bands,Household,Couple without children,Taxable Income,Core Benefits,0,41000
Below $0,Income Bands,Household,Couple without children,Taxable Income,Self-Employment Income,S,S
$0-$20k,Income Bands,Household,Couple without children,Taxable Income,Self-Employment Income,-3000,7000
$20k-$40k,Income Bands,Household,Couple without children,Taxable Income,Self-Employment Income,1000,15000
$40k-$60k,Income Bands,Household,Couple without children,Taxable Income,Self-Employment Income,1000,108000
$60k-$80k,Income Bands,Household,Couple without children,Taxable Income,Self-Employment Income,4000,61000
$80k-$100k,Income Bands,Household,Couple without children,Taxable Income,Self-Employment Income,9000,44000
$100k-$120k,Income Bands,Household,Couple without children,Taxable Income,Self-Employment Income,13000,41000
$120k-$140k,Income Bands,Household,Couple without children,Taxable Income,Self-Employment Income,12000,40000
$140k-$160k,Income Bands,Household,Couple without children,Taxable Income,Self-Employment Income,17000,42000
$160k-$180k,Income Bands,Household,Couple without children,Taxable Income,Self-Employment Income,13000,37000
$180k-$200k,Income Bands,Household,Couple without children,Taxable Income,Self-Employment Income,22000,31000
$200k-$220k,Income Bands,Household,Couple without children,Taxable Income,Self-Employment Income,17000,25000
$220k-$240k,Income Bands,Household,Couple without children,Taxable Income,Self-Employment Income,32000,19000
$240k-$260k,Income Bands,Household,Couple without children,Taxable Income,Self-Employment Income,20000,17000
$260k-$280k,Income Bands,Household,Couple without children,Taxable Income,Self-Employment Income,41000,13000
$280k-$300k,Income Bands,Household,Couple without children,Taxable Income,Self-Employment Income,47000,11000
Above $300k,Income Bands,Household,Couple without children,Taxable Income,Self-Employment Income,99000,41000
Below $0,Income Bands,Household,Couple without children,Taxable Income,WFF,S,S
$0-$20k,Income Bands,Household,Couple without children,Taxable Income,WFF,0,7000
$20k-$40k,Income Bands,Household,Couple without children,Taxable Income,WFF,0,15000
$40k-$60k,Income Bands,Household,Couple without children,Taxable Income,WFF,0,108000
$60k-$80k,Income Bands,Household,Couple without children,Taxable Income,WFF,0,61000
$80k-$100k,Income Bands,Household,Couple without children,Taxable Income,WFF,0,44000
$100k-$120k,Income Bands,Household,Couple without children,Taxable Income,WFF,0,41000
$120k-$140k,Income Bands,Household,Couple without children,Taxable Income,WFF,0,40000
$140k-$160k,Income Bands,Household,Couple without children,Taxable Income,WFF,0,42000
$160k-$180k,Income Bands,Household,Couple without children,Taxable Income,WFF,0,37000
$180k-$200k,Income Bands,Household,Couple without children,Taxable Income,WFF,0,31000
$200k-$220k,Income Bands,Household,Couple without children,Taxable Income,WFF,0,25000
$220k-$240k,Income Bands,Household,Couple without children,Taxable Income,WFF,0,19000
$240k-$260k,Income Bands,Household,Couple without children,Taxable Income,WFF,0,17000
$260k-$280k,Income Bands,Household,Couple without children,Taxable Income,WFF,0,13000
$280k-$300k,Income Bands,Household,Couple without children,Taxable Income,WFF,0,11000
Above $300k,Income Bands,Household,Couple without children,Taxable Income,WFF,0,41000
Below $0,Income Bands,Household,Couple without children,Taxable Income,FTC,S,S
$0-$20k,Income Bands,Household,Couple without children,Taxable Income,FTC,0,7000
$20k-$40k,Income Bands,Household,Couple without children,Taxable Income,FTC,0,15000
$40k-$60k,Income Bands,Household,Couple without children,Taxable Income,FTC,0,108000
$60k-$80k,Income Bands,Household,Couple without children,Taxable Income,FTC,0,61000
$80k-$100k,Income Bands,Household,Couple without children,Taxable Income,FTC,0,44000
$100k-$120k,Income Bands,Household,Couple without children,Taxable Income,FTC,0,41000
$120k-$140k,Income Bands,Household,Couple without children,Taxable Income,FTC,0,40000
$140k-$160k,Income Bands,Household,Couple without children,Taxable Income,FTC,0,42000
$160k-$180k,Income Bands,Household,Couple without children,Taxable Income,FTC,0,37000
$180k-$200k,Income Bands,Household,Couple without children,Taxable Income,FTC,0,31000
$200k-$220k,Income Bands,Household,Couple without children,Taxable Income,FTC,0,25000
$220k-$240k,Income Bands,Household,Couple without children,Taxable Income,FTC,0,19000
$240k-$260k,Income Bands,Household,Couple without children,Taxable Income,FTC,0,17000
$260k-$280k,Income Bands,Household,Couple without children,Taxable Income,FTC,0,13000
$280k-$300k,Income Bands,Household,Couple without children,Taxable Income,FTC,0,11000
Above $300k,Income Bands,Household,Couple without children,Taxable Income,FTC,0,41000
Below $0,Income Bands,Household,Couple without children,Taxable Income,MFTC,S,S
$0-$20k,Income Bands,Household,Couple without children,Taxable Income,MFTC,0,7000
$20k-$40k,Income Bands,Household,Couple without children,Taxable Income,MFTC,0,15000
$40k-$60k,Income Bands,Household,Couple without children,Taxable Income,MFTC,0,108000
$60k-$80k,Income Bands,Household,Couple without children,Taxable Income,MFTC,0,61000
$80k-$100k,Income Bands,Household,Couple without children,Taxable Income,MFTC,0,44000
$100k-$120k,Income Bands,Household,Couple without children,Taxable Income,MFTC,0,41000
$120k-$140k,Income Bands,Household,Couple without children,Taxable Income,MFTC,0,40000
$140k-$160k,Income Bands,Household,Couple without children,Taxable Income,MFTC,0,42000
$160k-$180k,Income Bands,Household,Couple without children,Taxable Income,MFTC,0,37000
$180k-$200k,Income Bands,Household,Couple without children,Taxable Income,MFTC,0,31000
$200k-$220k,Income Bands,Household,Couple without children,Taxable Income,MFTC,0,25000
$220k-$240k,Income Bands,Household,Couple without children,Taxable Income,MFTC,0,19000
$240k-$260k,Income Bands,Household,Couple without children,Taxable Income,MFTC,0,17000
$260k-$280k,Income Bands,Household,Couple without children,Taxable Income,MFTC,0,13000
$280k-$300k,Income Bands,Household,Couple without children,Taxable Income,MFTC,0,11000
Above $300k,Income Bands,Household,Couple without children,Taxable Income,MFTC,0,41000
Below $0,Income Bands,Household,Couple without children,Taxable Income,IWTC,S,S
$0-$20k,Income Bands,Household,Couple without children,Taxable Income,IWTC,0,7000
$20k-$40k,Income Bands,Household,Couple without children,Taxable Income,IWTC,0,15000
$40k-$60k,Income Bands,Household,Couple without children,Taxable Income,IWTC,0,108000
$60k-$80k,Income Bands,Household,Couple without children,Taxable Income,IWTC,0,61000
$80k-$100k,Income Bands,Household,Couple without children,Taxable Income,IWTC,0,44000
$100k-$120k,Income Bands,Household,Couple without children,Taxable Income,IWTC,0,41000
$120k-$140k,Income Bands,Household,Couple without children,Taxable Income,IWTC,0,40000
$140k-$160k,Income Bands,Household,Couple without children,Taxable Income,IWTC,0,42000
$160k-$180k,Income Bands,Household,Couple without children,Taxable Income,IWTC,0,37000
$180k-$200k,Income Bands,Household,Couple without children,Taxable Income,IWTC,0,31000
$200k-$220k,Income Bands,Household,Couple without children,Taxable Income,IWTC,0,25000
$220k-$240k,Income Bands,Household,Couple without children,Taxable Income,IWTC,0,19000
$240k-$260k,Income Bands,Household,Couple without children,Taxable Income,IWTC,0,17000
$260k-$280k,Income Bands,Household,Couple without children,Taxable Income,IWTC,0,13000
$280k-$300k,Income Bands,Household,Couple without children,Taxable Income,IWTC,0,11000
Above $300k,Income Bands,Household,Couple without children,Taxable Income,IWTC,0,41000
Below $0,Income Bands,Household,Couple without children,Taxable Income,BestStart,S,S
$0-$20k,Income Bands,Household,Couple without children,Taxable Income,BestStart,0,7000
$20k-$40k,Income Bands,Household,Couple without children,Taxable Income,BestStart,0,15000
$40k-$60k,Income Bands,Household,Couple without children,Taxable Income,BestStart,0,108000
$60k-$80k,Income Bands,Household,Couple without children,Taxable Income,BestStart,0,61000
$80k-$100k,Income Bands,Household,Couple without children,Taxable Income,BestStart,0,44000
$100k-$120k,Income Bands,Household,Couple without children,Taxable Income,BestStart,0,41000
$120k-$140k,Income Bands,Household,Couple without children,Taxable Income,BestStart,0,40000
$140k-$160k,Income Bands,Household,Couple without children,Taxable Income,BestStart,0,42000
$160k-$180k,Income Bands,Household,Couple without children,Taxable Income,BestStart,0,37000
$180k-$200k,Income Bands,Household,Couple without children,Taxable Income,BestStart,0,31000
$200k-$220k,Income Bands,Household,Couple without children,Taxable Income,BestStart,0,25000
$220k-$240k,Income Bands,Household,Couple without children,Taxable Income,BestStart,0,19000
$240k-$260k,Income Bands,Household,Couple without children,Taxable Income,BestStart,0,17000
$260k-$280k,Income Bands,Household,Couple without children,Taxable Income,BestStart,0,13000
$280k-$300k,Income Bands,Household,Couple without children,Taxable Income,BestStart,0,11000
Above $300k,Income Bands,Household,Couple without children,Taxable Income,BestStart,0,41000
Below $0,Income Bands,Household,Couple without children,Taxable Income,FamilyBoost,S,S
$0-$20k,Income Bands,Household,Couple without children,Taxable Income,FamilyBoost,0,7000
$20k-$40k,Income Bands,Household,Couple without children,Taxable Income,FamilyBoost,0,15000
$40k-$60k,Income Bands,Household,Couple without children,Taxable Income,FamilyBoost,0,108000
$60k-$80k,Income Bands,Household,Couple without children,Taxable Income,FamilyBoost,0,61000
$80k-$100k,Income Bands,Household,Couple without children,Taxable Income,FamilyBoost,0,44000
$100k-$120k,Income Bands,Household,Couple without children,Taxable Income,FamilyBoost,0,41000
$120k-$140k,Income Bands,Household,Couple without children,Taxable Income,FamilyBoost,0,40000
$140k-$160k,Income Bands,Household,Couple without children,Taxable Income,FamilyBoost,0,42000
$160k-$180k,Income Bands,Household,Couple without children,Taxable Income,FamilyBoost,0,37000
$180k-$200k,Income Bands,Household,Couple without children,Taxable Income,FamilyBoost,0,31000
$200k-$220k,Income Bands,Household,Couple without children,Taxable Income,FamilyBoost,0,25000
$220k-$240k,Income Bands,Household,Couple without children,Taxable Income,FamilyBoost,0,19000
$240k-$260k,Income Bands,Household,Couple without children,Taxable Income,FamilyBoost,0,17000
$260k-$280k,Income Bands,Household,Couple without children,Taxable Income,FamilyBoost,0,13000
$280k-$300k,Income Bands,Household,Couple without children,Taxable Income,FamilyBoost,0,11000
Above $300k,Income Bands,Household,Couple without children,Taxable Income,FamilyBoost,0,41000
Below $0,Income Bands,Household,Couple without children,Taxable Income,NZ Super,S,S
$0-$20k,Income Bands,Household,Couple without children,Taxable Income,NZ Super,2000,7000
$20k-$40k,Income Bands,Household,Couple without children,Taxable Income,NZ Super,10000,15000
$40k-$60k,Income Bands,Household,Couple without children,Taxable Income,NZ Super,38000,108000
$60k-$80k,Income Bands,Household,Couple without children,Taxable Income,NZ Super,32000,61000
$80k-$100k,Income Bands,Household,Couple without children,Taxable Income,NZ Super,23000,44000
$100k-$120k,Income Bands,Household,Couple without children,Taxable Income,NZ Super,15000,41000
$120k-$140k,Income Bands,Household,Couple without children,Taxable Income,NZ Super,14000,40000
$140k-$160k,Income Bands,Household,Couple without children,Taxable Income,NZ Super,9000,42000
$160k-$180k,Income Bands,Household,Couple without children,Taxable Income,NZ Super,9000,37000
$180k-$200k,Income Bands,Household,Couple without children,Taxable Income,NZ Super,7000,31000
$200k-$220k,Income Bands,Household,Couple without children,Taxable Income,NZ Super,8000,25000
$220k-$240k,Income Bands,Household,Couple without children,Taxable Income,NZ Super,8000,19000
$240k-$260k,Income Bands,Household,Couple without children,Taxable Income,NZ Super,7000,17000
$260k-$280k,Income Bands,Household,Couple without children,Taxable Income,NZ Super,9000,13000
$280k-$300k,Income Bands,Household,Couple without children,Taxable Income,NZ Super,8000,11000
Above $300k,Income Bands,Household,Couple without children,Taxable Income,NZ Super,9000,41000
Below $0,Income Bands,Household,Couple without children,Taxable Income,Accommodation Supplement,S,S
$0-$20k,Income Bands,Household,Couple without children,Taxable Income,Accommodation Supplement,1000,7000
$20k-$40k,Income Bands,Household,Couple without children,Taxable Income,Accommodation Supplement,2000,15000
$40k-$60k,Income Bands,Household,Couple without children,Taxable Income,Accommodation Supplement,1000,108000
$60k-$80k,Income Bands,Household,Couple without children,Taxable Income,Accommodation Supplement,0,61000
$80k-$100k,Income Bands,Household,Couple without children,Taxable Income,Accommodation Supplement,0,44000
$100k-$120k,Income Bands,Household,Couple without children,Taxable Income,Accommodation Supplement,0,41000
$120k-$140k,Income Bands,Household,Couple without children,Taxable Income,Accommodation Supplement,0,40000
$140k-$160k,Income Bands,Household,Couple without children,Taxable Income,Accommodation Supplement,0,42000
$160k-$180k,Income Bands,Household,Couple without children,Taxable Income,Accommodation Supplement,0,37000
$180k-$200k,Income Bands,Household,Couple without children,Taxable Income,Accommodation Supplement,0,31000
$200k-$220k,Income Bands,Household,Couple without children,Taxable Income,Accommodation Supplement,0,25000
$220k-$240k,Income Bands,Household,Couple without children,Taxable Income,Accommodation Supplement,0,19000
$240k-$260k,Income Bands,Household,Couple without children,Taxable Income,Accommodation Supplement,0,17000
$260k-$280k,Income Bands,Household,Couple without children,Taxable Income,Accommodation Supplement,0,13000
$280k-$300k,Income Bands,Household,Couple without children,Taxable Income,Accommodation Supplement,0,11000
Above $300k,Income Bands,Household,Couple without children,Taxable Income,Accommodation Supplement,0,41000
Below $0,Income Bands,Household,Couple without children,Taxable Income,WEP,S,S
$0-$20k,Income Bands,Household,Couple without children,Taxable Income,WEP,0,7000
$20k-$40k,Income Bands,Household,Couple without children,Taxable Income,WEP,0,15000
$40k-$60k,Income Bands,Household,Couple without children,Taxable Income,WEP,1000,108000
$60k-$80k,Income Bands,Household,Couple without children,Taxable Income,WEP,1000,61000
$80k-$100k,Income Bands,Household,Couple without children,Taxable Income,WEP,0,44000
$100k-$120k,Income Bands,Household,Couple without children,Taxable Income,WEP,0,41000
$120k-$140k,Income Bands,Household,Couple without children,Taxable Income,WEP,0,40000
$140k-$160k,Income Bands,Household,Couple without children,Taxable Income,WEP,0,42000
$160k-$180k,Income Bands,Household,Couple without children,Taxable Income,WEP,0,37000
$180k-$200k,Income Bands,Household,Couple without children,Taxable Income,WEP,0,31000
$200k-$220k,Income Bands,Household,Couple without children,Taxable Income,WEP,0,25000
$220k-$240k,Income Bands,Household,Couple without children,Taxable Income,WEP,0,19000
$240k-$260k,Income Bands,Household,Couple without children,Taxable Income,WEP,0,17000
$260k-$280k,Income Bands,Household,Couple without children,Taxable Income,WEP,0,13000
$280k-$300k,Income Bands,Household,Couple without children,Taxable Income,WEP,0,11000
Above $300k,Income Bands,Household,Couple without children,Taxable Income,WEP,0,41000
Below $0,Income Bands,Household,Couple without children,Taxable Income,Housing Costs,S,S
$0-$20k,Income Bands,Household,Couple without children,Taxable Income,Housing Costs,26000,7000
$20k-$40k,Income Bands,Household,Couple without children,Taxable Income,Housing Costs,16000,15000
$40k-$60k,Income Bands,Household,Couple without children,Taxable Income,Housing Costs,10000,108000
$60k-$80k,Income Bands,Household,Couple without children,Taxable Income,Housing Costs,12000,61000
$80k-$100k,Income Bands,Household,Couple without children,Taxable Income,Housing Costs,16000,44000
$100k-$120k,Income Bands,Household,Couple without children,Taxable Income,Housing Costs,20000,41000
$120k-$140k,Income Bands,Household,Couple without children,Taxable Income,Housing Costs,21000,40000
$140k-$160k,Income Bands,Household,Couple without children,Taxable Income,Housing Costs,23000,42000
$160k-$180k,Income Bands,Household,Couple without children,Taxable Income,Housing Costs,25000,37000
$180k-$200k,Income Bands,Household,Couple without children,Taxable Income,Housing Costs,28000,31000
$200k-$220k,Income Bands,Household,Couple without children,Taxable Income,Housing Costs,29000,25000
$220k-$240k,Income Bands,Household,Couple without children,Taxable Income,Housing Costs,33000,19000
$240k-$260k,Income Bands,Household,Couple without children,Taxable Income,Housing Costs,37000,17000
$260k-$280k,Income Bands,Household,Couple without children,Taxable Income,Housing Costs,31000,13000
$280k-$300k,Income Bands,Household,Couple without children,Taxable Income,Housing Costs,38000,11000
Above $300k,Income Bands,Household,Couple without children,Taxable Income,Housing Costs,38000,41000
$0-$20k,Income Bands,Household,Multiple families with children,Taxable Income,Taxable Income,S,S
$100k-$120k,Income Bands,Household,Multiple families with children,Taxable Income,Taxable Income,110000,12000
$120k-$140k,Income Bands,Household,Multiple families with children,Taxable Income,Taxable Income,130000,12000
$140k-$160k,Income Bands,Household,Multiple families with children,Taxable Income,Taxable Income,149000,13000
$160k-$180k,Income Bands,Household,Multiple families with children,Taxable Income,Taxable Income,170000,12000
$180k-$200k,Income Bands,Household,Multiple families with children,Taxable Income,Taxable Income,191000,11000
$200k-$220k,Income Bands,Household,Multiple families with children,Taxable Income,Taxable Income,211000,12000
$20k-$40k,Income Bands,Household,Multiple families with children,Taxable Income,Taxable Income,S,S
$220k-$240k,Income Bands,Household,Multiple families with children,Taxable Income,Taxable Income,231000,13000
$240k-$260k,Income Bands,Household,Multiple families with children,Taxable Income,Taxable Income,249000,9000
$260k-$280k,Income Bands,Household,Multiple families with children,Taxable Income,Taxable Income,270000,7000
$280k-$300k,Income Bands,Household,Multiple families with children,Taxable Income,Taxable Income,290000,6000
$40k-$60k,Income Bands,Household,Multiple families with children,Taxable Income,Taxable Income,51000,11000
$60k-$80k,Income Bands,Household,Multiple families with children,Taxable Income,Taxable Income,70000,13000
$80k-$100k,Income Bands,Household,Multiple families with children,Taxable Income,Taxable Income,90000,11000
Above $300k,Income Bands,Household,Multiple families with children,Taxable Income,Taxable Income,398000,31000
Below $0,Income Bands,Household,Multiple families with children,Taxable Income,Taxable Income,S,S
$0-$20k,Income Bands,Household,Multiple families with children,Taxable Income,Wage/Salary Income,S,S
$100k-$120k,Income Bands,Household,Multiple families with children,Taxable Income,Wage/Salary Income,74000,12000
